item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_order_frequency,item_quantity_order_mean,item_quantity_order_std,item_quantity_order_total,item_class,item_initial_quantity_inventory,max_fit
10034036001,泰山冰鎮葡萄鮮冰茶 250ml,35.0,20.0,11.0,7700.0,6.65,24.0,320.8,PCS,116.0,34.28571428571428,20.88334948503917,834.0,B,69,52632
10034039001,雀巢茶品翡翠檸檬蜜茶300ml,35.0,20.0,13.0,9100.0,7.9,24.0,379.2,PCS,116.0,21.71428571428572,18.92390778127725,906.0,B,53,44064
10034040001,雀巢茶品翡翠檸檬蜜茶 530ml,40.0,28.0,24.0,26880.0,14.3,24.0,1120.0,PCS,116.0,2.666666666666667,5.561774297230456,4368.0,C,10,14500
10034041001,伊藤園TEASTEA蜜桃紅茶535ml,42.0,28.0,24.0,28224.0,14.38,24.0,1176.0,PCS,116.0,1.142857142857143,5.237229365663818,152.0,C,8,14000
10034042001,光泉茉莉蜜茶TP250ml,34.0,20.0,11.0,7480.0,6.64,24.0,311.7,PCS,116.0,59.71428571428572,35.36826664842773,185.0,B,118,54180
10034043001,茶本淨草本舒壓有機洋甘菊茶580ml,42.0,28.0,24.0,28224.0,15.5,24.0,1176.0,PCS,116.0,3.238095238095238,5.458065242416602,201.0,C,11,14000
10034044001,光泉茉莉蜜茶 585ml,44.0,28.0,24.0,29568.0,15.57,24.0,1232.0,PCS,116.0,0.5714285714285714,1.91236577493503,690.0,C,4,13500
10034045001,古道雙味果茶蘋果蜜桃茶575ml,42.0,27.0,23.0,26082.0,15.298,24.0,1086.8,PCS,115.0,2.666666666666667,4.066120181860508,612.0,C,8,14560
10034046001,悅氏檸檬紅茶2000ml,37.0,21.0,31.0,24087.0,17.65,8.0,3010.9,PCS,115.0,2.380952380952381,3.748015347836645,150.0,B,9,490
10034047001,茶本淨草本舒壓有機南非綠博士茶580ml,42.0,28.0,23.0,27048.0,15.52,24.0,1127.0,PCS,115.0,0.5714285714285714,1.91236577493503,181.0,C,4,14000
10034049001,KIRIN午後紅茶 - 檸檬紅茶1500ml,32.0,19.0,31.0,18848.0,12.89,8.0,2356.0,PCS,115.0,0.8571428571428571,1.352246807565626,313.0,C,3,672
10034050001,波爾茶葡萄柚口味320ml,41.0,27.0,12.0,13284.0,8.5,24.0,553.5,PCS,115.0,40.85714285714285,44.11608064446083,459.0,B,114,30160
10034057001,古道百香綠茶 Pet 2000ml,38.0,22.0,31.0,25916.0,18.0,8.0,3239.5,PCS,115.0,0.8571428571428571,1.681835731744164,492.0,C,4,490
10034999001,光泉正庄蜂蜜菊花茶250ml,34.0,20.0,11.0,7480.0,6.58,24.0,311.7,PCS,113.0,30.0,19.34941859591652,888.0,B,62,54180
10035001001,愛之味麥仔茶1480ml,36.0,27.0,31.0,30132.0,19.2,12.0,2511.0,PCS,113.0,8.904761904761905,6.073753056428635,139.0,B,19,1408
10035002001,悅氏麥仔茶Pet2000ml,36.0,24.0,31.0,26784.0,17.3,8.0,3348.0,PCS,113.0,7.238095238095238,5.107883729146169,156.0,B,16,462
10035003001,味丹青草茶Pet1480ml,36.0,27.0,32.0,31104.0,19.62,12.0,2592.0,PCS,113.0,4.714285714285714,8.265245653595889,750.0,B,19,1408
10035006001,義美桂圓紅棗茶TP250ml,35.0,20.0,11.0,7700.0,6.73,24.0,320.8,PCS,113.0,12.57142857142857,10.20084030152138,258.0,B,30,52632
10035010001,泰山仙草蜜茶500ml,41.0,28.0,23.0,26404.0,13.26,24.0,1100.2,PCS,112.0,15.42857142857143,24.95710605933995,167.0,B,57,14500
10035012001,味丹青草茶Pet560ml,41.0,28.0,25.0,28700.0,16.49,24.0,1195.8,PCS,112.0,22.66666666666667,22.78010828186147,166.0,B,61,13775
10035013001,味丹冬瓜茶Pet560ml,40.0,27.0,24.0,25920.0,14.9,24.0,1080.0,PCS,112.0,11.61904761904762,12.32264659266097,149.0,B,32,15080
10035015001,泰山仙草蜜Can330ml,41.0,27.0,12.0,13284.0,9.5,24.0,553.5,PCS,112.0,69.42857142857143,26.66940462134734,640.0,A,132,30160
10035017001,悅氏六茶 550ml,42.0,28.0,24.0,28224.0,14.6,24.0,1176.0,PCS,112.0,56.19047619047619,33.45387727546547,195.0,B,112,14000
10035021001,Asahi 十六茶 530ml,41.0,27.0,24.0,26568.0,13.91,24.0,1107.0,PCS,112.0,26.04761904761905,17.05718672723081,292.0,B,55,15080
10035027001,愛之味多纖微礦麥仔茶(無糖)590ml,40.0,27.0,24.0,25920.0,15.562,24.0,1080.0,PCS,111.0,1.142857142857143,2.868548662402544,162.0,C,5,15080
10035028001,光泉正庄冬瓜茶 250ml,34.0,20.0,11.0,7480.0,6.63,24.0,311.7,PCS,111.0,22.85714285714286,27.53595052705774,206.0,B,69,54180
10035033001,鴻福堂竹蔗茅根500ml,37.0,25.0,22.0,20350.0,13.33,24.0,847.9,PCS,111.0,0.3809523809523809,1.359271513575948,136.0,C,3,18816
10035034001,波蜜漢宮冬瓜茶TP250ml,34.0,20.0,11.0,7480.0,6.58,24.0,311.7,PCS,111.0,21.14285714285714,11.32380551884266,170.0,B,40,54180
10035035001,愛之味麥仔茶 TP250ml,35.0,20.0,11.0,7700.0,6.57,24.0,320.8,PCS,111.0,87.80952380952381,66.73201559043383,210.0,B,198,52632
10035036001,愛之味分解茶-秋薑黃Pet590ml,39.0,26.0,24.0,24336.0,15.67,24.0,1014.0,PCS,111.0,6.285714285714286,8.792854241614933,151.0,C,18,16200
10035037001,鴻福堂凍檸茶 500ml,37.0,25.0,22.0,20350.0,13.33,24.0,847.9,PCS,110.0,0.2380952380952381,0.6248809410409237,204.0,C,2,18816
10035038001,鴻福堂港式涼茶夏枯草500ml,37.0,25.0,22.0,20350.0,13.33,24.0,847.9,PCS,110.0,0.3809523809523809,1.359271513575948,212.0,C,3,18816
10035041001,泰山仙草凍255g,41.0,27.0,10.0,11070.0,7.59,24.0,461.3,PCS,110.0,2.0,7.899367063252599,238.0,C,13,36192
10035046001,愛之味麥仔茶590ml,39.0,26.0,24.0,24336.0,13.04,24.0,1014.0,PCS,109.0,1.142857142857143,3.60951124510943,169.0,C,6,16200
10035051001,鮮芋仙嫩仙草凍飲 320g,41.0,27.0,13.0,14391.0,7.5,24.0,599.6,PCS,108.0,0.2857142857142857,1.309307341415954,184.0,C,2,27144
10035052001,鮮芋仙嫩仙草冬瓜露 320g,41.0,27.0,13.0,14391.0,7.5,24.0,599.6,PCS,108.0,0.5714285714285714,1.804755622554715,214.0,C,3,27144
10040002001,Evian依雲礦泉水500ml,40.0,27.0,23.0,24840.0,13.67,24.0,1035.0,PCS,107.0,10.0,13.59411637437314,520.0,B,33,15080
10040003001,悅氏礦泉水1500ml,35.0,27.0,30.0,28350.0,19.3,12.0,2362.5,PCS,107.0,3.857142857142857,6.490652619619343,822.0,C,13,1632
10040005001,悅氏礦泉水600ml,41.0,27.0,24.0,26568.0,15.68,24.0,1107.0,PCS,107.0,10.28571428571429,16.44731849616483,798.0,B,38,15080
10040008001,泰山純水1500ml,37.0,29.0,32.0,34336.0,20.0,12.0,2861.3,PCS,107.0,9.0,10.64894360957931,918.0,B,27,1408
10040010001,味丹多喝水600ml,41.0,27.0,24.0,26568.0,15.72,24.0,1107.0,PCS,107.0,3.142857142857143,5.237229365663818,203.0,C,10,15080
10040014001,波爾天然水600ml,39.0,25.0,24.0,23400.0,15.6,24.0,975.0,PCS,107.0,1.428571428571429,4.202040320742158,152.0,C,7,16800
10040017001,波爾天然水1500ml,34.0,25.0,31.0,26350.0,19.22,12.0,2195.8,PCS,106.0,0.2857142857142857,0.9023778112773576,153.0,C,2,1683
10040018001,味丹多喝水2000ml,38.0,22.0,31.0,25916.0,16.93,8.0,3239.5,PCS,106.0,2.190476190476191,4.190692635102788,125.0,C,8,490
10040020001,家福竹炭水600ml,41.0,28.0,24.0,27552.0,15.15,24.0,1148.0,PCS,106.0,6.904761904761905,7.924044181507079,227.0,C,18,14500
10040021001,富維克礦泉水500 ml,38.0,25.0,21.0,19950.0,13.0,24.0,831.3,PCS,106.0,1.428571428571429,3.749285646245543,543.0,C,7,19096
10040023001,台鹽海洋鹼性離子水Pet850ml,37.0,30.0,26.0,28860.0,18.48,20.0,1443.0,PCS,105.0,10.47619047619048,9.249967824911868,828.0,B,26,8100
10040024001,富維克礦泉水1500ml,25.0,17.0,31.0,13175.0,9.4,6.0,2195.8,PCS,105.0,0.5714285714285714,1.804755622554715,126.0,C,3,441
10040025001,悅氏天然水6000ml,34.0,17.0,35.0,20230.0,10.69,2.0,10115.0,PCS,105.0,0.1904761904761905,0.4023739080814782,171.0,C,1,4
10040032001,悅氏礦泉水 330ml,36.0,24.0,19.0,16416.0,9.2,24.0,684.0,PCS,105.0,6.571428571428571,9.656973793955478,163.0,C,19,24750
10040034001,味丹竹炭礦泉水700ml,40.0,28.0,25.0,28000.0,18.074,24.0,1166.7,PCS,105.0,3.047619047619047,6.917197340514369,864.0,C,12,13775
10040035001,家福竹炭水1500ml,38.0,28.0,31.0,32984.0,18.72,12.0,2748.7,PCS,104.0,3.285714285714286,3.662551803631686,762.0,C,8,1320
10040044001,Evian依雲礦泉水1000ml,34.0,25.0,25.0,21250.0,13.02,12.0,1770.8,PCS,104.0,0.2857142857142857,0.9023778112773576,924.0,C,2,2142
10040048001,多喝水微鹼性竹炭離子水Pet2000ml,38.0,22.0,31.0,25916.0,17.0,8.0,3239.5,PCS,104.0,2.095238095238095,7.738893731695518,281.0,C,13,490
10040058001,泰山純水600ml,42.0,28.0,24.0,28224.0,16.17,24.0,1176.0,PCS,104.0,12.57142857142857,18.18947890559658,177.0,B,43,14000
10040062001,家樂福超值純水  1500ml,37.0,27.0,30.0,29970.0,15.0,12.0,2497.5,PCS,103.0,0.5714285714285714,2.618614682831908,676.0,C,4,1536
10040066001,悅氏Light鹼性水720ml,37.0,30.0,25.0,27750.0,16.0,20.0,1387.5,PCS,103.0,1.904761904761905,4.836370146140201,202.0,C,9,8640
10040094001,家樂福天然水 6.3L,37.0,18.0,36.0,23976.0,12.0,2.0,11988.0,PCS,103.0,0.0952380952380952,0.3007926037591191,130.0,C,1,4
10041002001,Perrier 汽泡礦泉水330ml,42.0,28.0,19.0,22344.0,13.68,24.0,931.0,PCS,103.0,16.04761904761905,22.25415958978498,169.0,B,53,17500
10041004001,泰山Cheers奇兒思氣泡水Pet500ml,43.0,28.0,22.0,26488.0,13.27,24.0,1103.7,PCS,103.0,7.428571428571429,9.146427874156274,790.0,B,23,14175
10041005001,亞莉佳氣泡礦泉水1500ml,25.0,17.0,34.0,14450.0,6.41,6.0,2408.3,PCS,103.0,0.2857142857142857,0.7171371656006361,183.0,C,2,392
10041006001,舒味思伯爵紅茶風味氣泡水PET500ml,40.0,26.0,22.0,22880.0,12.85,24.0,953.3,PCS,102.0,7.047619047619047,5.643369476440387,156.0,B,17,16443
10041007001,家樂福爽暢飲氣泡水500ml毫升,42.0,29.0,24.0,29232.0,13.98,24.0,1218.0,PCS,102.0,0.6666666666666666,3.055050463303894,822.0,C,5,13440
10041008001,舒味思氣泡水纖維+Pet500ml,40.0,27.0,25.0,27000.0,12.94,24.0,1125.0,PCS,102.0,6.285714285714286,10.62611338704259,756.0,B,24,14326
10041009001,聖沛黎洛氣泡礦泉水250ml,35.0,23.0,18.0,14490.0,10.2,24.0,603.8,PCS,102.0,1.714285714285714,3.861901826080735,720.0,C,7,27404
10041020001,亞莉佳氣泡礦泉水1000ml,34.0,25.0,29.0,24650.0,13.132,12.0,2054.2,PCS,101.0,1.428571428571429,2.749025801469106,138.0,C,5,1836
10041032001,舒味思氣泡水Pet500ml,42.0,25.0,24.0,25200.0,12.82,24.0,1050.0,PCS,101.0,10.28571428571429,7.957027442097062,142.0,B,24,15680
10041033001,舒味思氣泡水萊姆口味Pet500ml,42.0,25.0,24.0,25200.0,12.76,24.0,1050.0,PCS,101.0,13.14285714285714,12.07595012529331,172.0,B,34,15680
10041034001,泰山奇而思Cheers檸檬氣泡水590ml,43.0,29.0,24.0,29928.0,16.0,24.0,1247.0,PCS,101.0,11.61904761904762,11.92676062674266,705.0,B,32,12960
10041039001,味丹多喝水MORE氣泡水Pet560ml,42.0,28.0,24.0,28224.0,14.6,24.0,1176.0,PCS,101.0,10.85714285714286,9.645132006798631,253.0,B,27,14000
10041040001,味丹多喝水MORE氣泡水檸檬風味Pet560ml,42.0,28.0,24.0,28224.0,14.6,24.0,1176.0,PCS,100.0,12.76190476190476,10.47809506496654,548.0,B,30,14000
10041050001,舒味思氣泡水萊姆口味Pet 1250ml,38.0,27.0,33.0,33858.0,15.68,12.0,2821.5,PCS,100.0,1.142857142857143,2.475595166534995,159.0,C,5,1200
10041057001,TAISUN Cheers Bee 蜂蜜氣泡水Pet590ml,43.0,30.0,20.0,25800.0,15.85,24.0,1075.0,PCS,100.0,3.238095238095238,4.311667448966373,180.0,C,9,15552
10041058001,多喝水More+維他命100氣泡水(百香果風味),41.0,28.0,23.0,26404.0,15.0,24.0,1100.2,PCS,100.0,0.5714285714285714,2.618614682831909,154.0,C,4,14500
10041067001,礦沛氣泡水PET585ml,42.0,28.0,25.0,29400.0,15.48,24.0,1225.0,PCS,100.0,39.80952380952381,31.55886412344248,133.0,B,92,13300
10041076001,美國LaCroix葡萄柚風味氣泡水,41.0,28.0,13.0,14924.0,9.15,24.0,621.8,PCS,100.0,0.0476190476190476,0.2182178902359924,426.0,C,1,26100
10041085001,奇而思 Cheers EX 強氣泡水 500ml,43.0,29.0,23.0,28681.0,14.09,24.0,1195.0,PCS,99.0,30.47619047619047,39.4862242403842,592.0,B,96,12960
10041135001,舒味思果然蜜桃果汁氣泡水Pet500ml,40.0,25.0,24.0,24000.0,12.93,24.0,1000.0,PCS,99.0,8.571428571428571,8.698111453479017,136.0,B,23,16240
10051001001,紅花牌檸檬果露250ml,25.0,19.0,20.0,9500.0,5.6,12.0,791.7,PCS,99.0,0.1428571428571428,0.3585685828003181,768.0,C,1,4896
10051034001,紅花牌檸檬果露960ml,38.0,30.0,26.0,29640.0,17.8,12.0,2470.0,PCS,98.0,0.9047619047619048,1.700140050253564,816.0,C,4,1620
10052002001,百家珍健美醋600ml,31.0,24.0,27.0,20088.0,12.31,12.0,1674.0,PCS,98.0,0.7142857142857143,1.874642823122771,1158.0,C,4,2470
10052004001,百家珍鳳梨醋600ml,32.0,25.0,27.0,21600.0,12.34,12.0,1800.0,PCS,98.0,0.2380952380952381,0.768424485864545,696.0,C,2,2106
10052009001,百家珍嚴選精釀無糖蘋果醋,32.0,25.0,27.0,21600.0,11.5,12.0,1800.0,PCS,98.0,0.2857142857142857,0.7837638128197258,732.0,C,2,2106
10052011001,崇德發洛神梅健康醋,30.0,23.0,29.0,20010.0,12.81,12.0,1667.5,PCS,98.0,3.714285714285714,3.422613871631697,181.0,B,10,2400
10052014001,百家珍蘆薈醋600ml,31.0,24.0,27.0,20088.0,12.34,12.0,1674.0,PCS,98.0,0.7619047619047619,2.718543027151895,137.0,C,5,2470
10052015001,百家珍梅子醋600ml,31.0,24.0,27.0,20088.0,12.34,12.0,1674.0,PCS,98.0,0.7142857142857143,1.346954236151219,146.0,C,3,2470
10052017001,崇德發綜合水果醋,30.0,23.0,29.0,20010.0,12.81,12.0,1667.5,PCS,98.0,3.333333333333333,3.366501646120692,137.0,B,9,2400
10052019001,百家珍蘋果醋600ml,32.0,25.0,27.0,21600.0,12.34,12.0,1800.0,PCS,98.0,1.333333333333333,2.287647991569798,690.0,B,6,2106
10052020001,百家珍蔓越莓醋600ml,32.0,25.0,27.0,21600.0,12.34,12.0,1800.0,PCS,97.0,7.666666666666667,5.668627111861683,894.0,B,17,2106
10052024001,家樂福蘋果醋,32.0,24.0,26.0,19968.0,12.72,12.0,1664.0,PCS,97.0,0.8095238095238095,1.806074406525036,750.0,C,4,2340
10052025001,百家珍紅葡萄醋600ml,32.0,25.0,27.0,21600.0,12.4,12.0,1800.0,PCS,97.0,9.047619047619047,6.437982529303652,133.0,B,20,2106
10052033001,百家珍桑椹醋600ml,31.0,24.0,28.0,20832.0,12.35,12.0,1736.0,PCS,97.0,0.0952380952380952,0.3007926037591191,596.0,C,1,2280
10052035001,崇德發水蜜桃醋,30.0,24.0,29.0,20880.0,12.55,12.0,1740.0,PCS,97.0,4.095238095238095,2.624971655175764,333.0,B,9,2400
10052046001,果然好喝紅葡萄蘋果雙果酢360ml,26.0,20.0,26.0,13520.0,9.5,12.0,1126.7,PCS,96.0,0.0952380952380952,0.4364357804719847,702.0,C,1,3289
10053901001,十全蘋果醋飲料(即飲品)140ml,42.0,26.0,19.0,20748.0,6.2,36.0,576.3,PCS,96.0,8.571428571428571,9.780446966122913,155.0,B,25,63714
10053903001,十全鳳梨醋飲料(即飲品)140ml,42.0,26.0,19.0,20748.0,6.2,36.0,576.3,PCS,96.0,0.8571428571428571,2.868548662402544,61.0,C,5,63714
10053904001,十全葡萄醋飲料(即飲品)140ml,42.0,26.0,19.0,20748.0,6.2,36.0,576.3,PCS,96.0,2.0,3.464101615137755,262.0,C,7,63714
10053909001,泰山奇兒思Cheers+果醋氣泡飲PET380ml,41.0,27.0,20.0,22140.0,10.66,24.0,922.5,PCS,96.0,3.238095238095238,7.961813624449909,189.0,C,14,18096
10100132001,海尼根0.0零酒精Can330ml,40.0,28.0,12.0,13440.0,8.55,24.0,560.0,PCS,96.0,12.0,12.44186481199663,137.0,B,33,29000
10100222001,HITE ZERO無酒精啤酒風味飲料,41.0,28.0,13.0,14924.0,9.29,24.0,621.8,PCS,95.0,1.428571428571429,3.23375058672478,990.0,C,6,26100
10303001001,舒味思蘇打汽水Can330ml,40.0,27.0,12.0,12960.0,8.87,24.0,540.0,PCS,95.0,2.523809523809524,6.345226927534173,836.0,C,11,30160
10303002001,舒味思通寧汽水Can330ml,40.0,27.0,12.0,12960.0,8.87,24.0,540.0,PCS,95.0,9.0,11.94571052721436,197.0,B,29,30160
10303003001,舒味思薑汁汽水Can330ml,40.0,27.0,12.0,12960.0,8.752,24.0,540.0,PCS,95.0,2.333333333333333,7.371114795831994,162.0,C,12,30160
10904008001,桂格雙效活靈芝禮盒60ml*8,47.0,31.0,17.0,24769.0,10.32,6.0,4128.2,PCS,95.0,0.0476190476190476,0.2182178902359924,144.0,C,1,210
10904021001,桂格養氣人蔘滋補大禮盒60ml*8,48.0,31.0,19.0,28272.0,10.53,6.0,4712.0,PCS,94.0,0.1428571428571428,0.6546536707079772,155.0,C,1,180
10904899001,桂格養氣人蔘禮盒60mlx8,47.0,31.0,6.0,8742.0,8.81,6.0,1457.0,PCS,94.0,0.0476190476190476,0.2182178902359924,188.0,C,1,600
11002007001,去味大師鞋內除臭芳香劑 220ml,23.0,16.0,18.0,6624.0,7.66,12.0,552.0,PCS,93.0,0.1428571428571428,0.4780914437337574,3312.0,C,1,7800
11010001001,威猛先生地板瓶裝-芬多精,38.0,25.0,29.0,27550.0,14.08,6.0,4591.7,PCS,93.0,0.2380952380952381,0.8890872794479687,130.0,C,2,168
11010002001,魔術靈地板噴易拖森林湖畔噴槍 魔術靈地板噴易,45.0,34.0,28.0,42840.0,12.058,24.0,1785.0,PCS,93.0,0.1904761904761905,0.511766315719159,192.0,C,1,9282
11010005001,香滿室茶樹地板清潔劑補充包,36.0,33.0,32.0,38016.0,12.1,6.0,6336.0,PCS,93.0,0.0952380952380952,0.3007926037591191,510.0,C,1,120
11010007001,清淨海環保地板清潔劑,36.0,27.0,31.0,30132.0,13.73,6.0,5022.0,PCS,93.0,3.238095238095238,4.635782155200586,444.0,B,11,160
11010012001,威猛先生地板清潔劑完美花香,38.0,26.0,29.0,28652.0,13.88,6.0,4775.3,PCS,92.0,0.1428571428571428,0.3585685828003181,182.0,C,1,168
11010013001,魔術靈地板清潔劑,40.0,26.0,30.0,31200.0,13.77,6.0,5200.0,PCS,92.0,0.7619047619047619,1.04425867986634,630.0,C,3,168
11010013002,魔術靈地板清潔劑,40.0,26.0,30.0,31200.0,13.77,6.0,5200.0,PCS,92.0,0.7619047619047619,1.04425867986634,630.0,C,3,168
11010013001,魔術靈地板清潔劑,40.0,26.0,30.0,31200.0,13.67,6.0,5200.0,PCS,92.0,0.6666666666666666,0.912870929175277,162.0,C,2,168
11010013002,魔術靈地板清潔劑,40.0,26.0,30.0,31200.0,13.67,6.0,5200.0,PCS,92.0,0.6666666666666666,0.912870929175277,162.0,C,2,168
11010015001,妙管家除臭地板清潔劑-瓶裝,37.0,24.0,28.0,24864.0,13.46,6.0,4144.0,PCS,92.0,0.1428571428571428,0.3585685828003181,149.0,C,1,240
11010015002,妙管家除臭地板清潔劑-瓶裝,37.0,24.0,28.0,24864.0,13.46,6.0,4144.0,PCS,92.0,0.1428571428571428,0.3585685828003181,149.0,C,1,192
11010015001,妙管家除臭地板清潔劑-瓶裝,37.0,25.0,28.0,25900.0,13.5,6.0,4316.7,PCS,92.0,0.0952380952380952,0.3007926037591191,128.0,C,1,240
11010015002,妙管家除臭地板清潔劑-瓶裝,37.0,25.0,28.0,25900.0,13.5,6.0,4316.7,PCS,92.0,0.0952380952380952,0.3007926037591191,128.0,C,1,192
11010016001,香滿室薰衣草地板清潔劑補充包,36.0,34.0,32.0,39168.0,11.798,6.0,6528.0,PCS,92.0,0.5238095238095238,1.123345344008138,303.0,C,2,120
11010018001,白帥帥防蟑地板清潔劑,38.0,24.0,27.0,24624.0,13.48,6.0,4104.0,PCS,92.0,0.1904761904761905,0.511766315719159,229.0,C,1,210
11010019001,威猛先生地板清潔劑清新早晨,38.0,26.0,29.0,28652.0,13.88,6.0,4775.3,PCS,92.0,0.6666666666666666,1.197218999737865,112.0,C,3,168
11010020001,威猛先生地板補充包完美花香,42.0,33.0,19.0,26334.0,12.02,6.0,4389.0,PCS,92.0,0.7142857142857143,1.383577144320371,114.0,C,3,210
11010021002,魔術靈地板清潔劑補充包,36.0,24.0,31.0,26784.0,11.8,6.0,4464.0,PCS,92.0,0.8095238095238095,1.327367606168224,125.0,C,3,180
11010021001,魔術靈地板清潔劑補充包,36.0,24.0,31.0,26784.0,11.8,6.0,4464.0,PCS,92.0,0.8095238095238095,1.327367606168224,125.0,C,3,200
11010021002,魔術靈地板清潔劑補充包,33.0,27.0,32.0,28512.0,11.61,6.0,4752.0,PCS,92.0,0.3809523809523809,0.7400128699009549,266.0,C,2,180
11010021001,魔術靈地板清潔劑補充包,33.0,27.0,32.0,28512.0,11.61,6.0,4752.0,PCS,92.0,0.3809523809523809,0.7400128699009549,266.0,C,2,200
11010022001,威猛先生地板補充包-芬多精,43.0,33.0,19.0,26961.0,12.06,6.0,4493.5,PCS,91.0,0.6190476190476191,1.430950400125402,592.0,C,3,180
11010023001,威猛先生地板補充包-檸檬,43.0,33.0,19.0,26961.0,12.5,6.0,4493.5,PCS,91.0,1.0,1.87082869338697,181.0,C,4,180
11010024001,威猛先生地板補充包清新早晨,42.0,33.0,19.0,26334.0,11.91,6.0,4389.0,PCS,91.0,0.3809523809523809,0.8047478161629565,1074.0,C,2,210
11010025001,威猛先生檸檬地板清潔  2000ML,38.0,26.0,28.0,27664.0,14.22,6.0,4610.7,PCS,91.0,0.9047619047619048,1.220850601210562,159.0,C,3,168
11010026001,妙管家除臭地板清潔劑補充包,36.0,24.0,31.0,26784.0,12.68,6.0,4464.0,PCS,91.0,0.3333333333333333,0.7302967433402214,135.0,C,2,200
11010027001,魔術靈地板清潔劑清新海洋,40.0,26.0,30.0,31200.0,13.77,6.0,5200.0,PCS,91.0,0.8571428571428571,1.01418510567422,327.0,C,3,168
11010035001,毛寶香滿室檀木馨香地板清潔劑,31.0,31.0,32.0,30752.0,13.45,6.0,5125.3,PCS,91.0,0.4285714285714285,1.164964745021435,108.0,C,2,135
11010037001,威猛先生地板瓶裝舒活海洋 威猛先生地板瓶,40.0,27.0,29.0,31320.0,14.0,6.0,5220.0,PCS,91.0,0.0952380952380952,0.3007926037591191,124.0,C,1,168
11010038001,優品木質地板亮光腊 優品木質地板腊,41.0,28.0,28.0,32144.0,13.58,12.0,2678.7,PCS,90.0,0.0476190476190476,0.2182178902359924,494.0,C,1,1344
11010040001,毛寶香滿室海洋微風地板清潔劑,32.0,30.0,31.0,29760.0,13.4,6.0,4960.0,PCS,90.0,0.6666666666666666,1.35400640077266,1086.0,C,3,180
11010042001,家福超值地板清潔劑,37.0,25.0,32.0,29600.0,17.21,4.0,7400.0,PCS,90.0,1.904761904761905,1.841324574993825,582.0,B,5,45
11010043001,毛寶香滿室檀木地板清潔補充包,36.0,34.0,32.0,39168.0,11.84,6.0,6528.0,PCS,90.0,1.380952380952381,1.627150591561533,536.0,B,5,120
11010045001,毛寶香滿室海洋微風清潔補充包,36.0,34.0,32.0,39168.0,11.92,6.0,6528.0,PCS,90.0,0.3809523809523809,0.9734572654303052,672.0,C,2,120
11010051001,公道先生地板清潔劑,33.0,24.0,28.0,22176.0,13.59,6.0,3696.0,PCS,90.0,0.0952380952380952,0.3007926037591191,173.0,C,1,270
11010052001,魔術靈地板清潔劑鮮採檸檬,40.0,26.0,30.0,31200.0,13.77,6.0,5200.0,PCS,90.0,0.0952380952380952,0.4364357804719847,119.0,C,1,168
11010058001,威猛先生地板清潔劑清新鮮橙,39.0,26.0,29.0,29406.0,14.0,6.0,4901.0,PCS,89.0,0.2857142857142857,0.4629100498862757,140.0,C,1,168
11010059001,威猛先生地板清潔劑薰衣草,38.0,26.0,29.0,28652.0,14.0,6.0,4775.3,PCS,89.0,0.2380952380952381,0.6248809410409237,275.0,C,2,168
11010060001,魔術靈地板清潔劑清新海洋補充,37.0,24.0,31.0,27528.0,11.82,6.0,4588.0,PCS,89.0,0.5714285714285714,0.9783367810436532,106.0,C,2,200
11010061001,魔術靈地板清潔劑鮮採檸檬補充,37.0,24.0,31.0,27528.0,11.82,6.0,4588.0,PCS,89.0,0.6190476190476191,1.564486832037601,186.0,C,3,200
11010112001,毛寶香滿室薰衣草地板清潔劑,31.0,30.0,31.0,28830.0,13.392,6.0,4805.0,PCS,88.0,0.7619047619047619,1.091089451179962,642.0,C,3,180
11010115001,香滿室清新茶樹地板清潔劑,32.0,30.0,32.0,30720.0,13.4,6.0,5120.0,PCS,88.0,1.0,1.048808848170152,592.0,C,3,180
11010116001,妙管家木質地板清潔劑,27.0,39.0,28.0,29484.0,13.4,12.0,2457.0,PCS,88.0,0.7619047619047619,1.261140828962488,220.0,C,3,1440
11010120001,家福亞麻籽油地板清潔劑 家福亞麻籽油地,35.0,27.0,27.0,25515.0,10.73,12.0,2126.3,PCS,88.0,0.0952380952380952,0.3007926037591191,127.0,C,1,1768
11020001001,家福 ECO環保玻璃清潔劑 家福 ECO環保玻,41.0,21.0,30.0,25830.0,11.6,14.0,1845.0,PCS,88.0,0.1904761904761905,0.6796357567879738,141.0,C,2,3094
11020002001,新-魔術靈玻璃清潔劑噴槍瓶,44.0,34.0,27.0,40392.0,14.54,24.0,1683.0,PCS,88.0,2.0,2.144761058952722,123.0,B,6,9639
11020003001,新-魔術靈玻璃清潔劑經濟瓶,45.0,33.0,25.0,37125.0,14.6,12.0,3093.8,PCS,88.0,0.6190476190476191,1.359271513575948,111.0,C,3,1170
11020008001,新威猛先生玻璃噴槍,33.0,24.0,29.0,22968.0,7.69,12.0,1914.0,PCS,88.0,1.380952380952381,4.104585124908369,129.0,C,7,2160
11020010001,新威猛先生玻璃重裝,32.0,24.0,25.0,19200.0,7.39,12.0,1600.0,PCS,88.0,0.6666666666666666,1.932183566158592,158.0,C,4,2520
11020012001,家福玻璃清潔劑,33.0,24.0,24.0,19008.0,7.21,12.0,1584.0,PCS,88.0,0.6190476190476191,1.203170415036477,97.0,C,3,2700
