sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
1075,280,1,0,4,5820
1076,280,1,4,4,5820
1077,280,1,18,4,5820
1078,280,1,41,5,5820
1079,280,1,39,3,5820
1080,280,1,24,5,5820
1081,281,1,46,3,5820
1082,282,1,149,3,5820
1083,282,1,71,2,5820
1084,282,1,52,4,5820
1085,282,1,117,8,5820
1086,282,1,121,2,5820
1087,283,1,285,1,5820
1088,283,1,182,5,5820
1089,283,1,100,6,5820
1090,284,1,275,2,5820
1091,285,1,18,7,5820
1092,286,1,41,3,5880
1093,286,1,191,2,5880
1094,287,1,71,6,5940
1095,288,1,20,6,5940
1096,289,1,8,8,6000
1097,289,1,142,6,6000
1098,290,1,0,6,6000
1099,290,1,361,10,6000
1100,290,1,357,2,6000
1101,291,1,11,5,6060
1102,291,1,409,4,6060
1103,291,1,63,8,6060
1104,291,1,134,7,6060
1105,291,1,47,6,6060
1106,292,1,5,8,6120
1107,292,1,36,5,6120
1108,292,1,229,3,6120
1109,292,1,57,12,6120
1110,292,1,68,6,6120
1111,292,1,38,6,6120
1112,292,1,13,5,6120
1113,292,1,282,8,6120
1114,292,1,164,2,6120
1115,292,1,1,8,6120
1116,292,1,324,7,6120
1117,293,1,0,3,6120
1118,293,1,8,3,6120
1119,293,1,18,9,6120
1120,294,1,62,9,6120
1121,294,1,6,7,6120
1122,294,1,409,8,6120
1123,294,1,104,11,6120
1124,294,1,3,12,6120
1125,295,1,25,8,6180
1126,295,1,46,7,6180
1127,295,1,53,9,6180
1128,295,1,0,5,6180
1129,296,1,1,4,6180
1130,296,1,145,9,6180
1131,296,1,370,8,6180
1132,296,1,188,11,6180
1133,297,1,192,6,6240
1134,297,1,44,7,6240
1135,297,1,67,6,6240
1136,297,1,32,4,6240
1137,297,1,194,10,6240
1138,297,1,0,6,6240
1139,297,1,18,5,6240
1140,297,1,46,7,6240
1141,297,1,34,2,6240
1142,298,1,252,5,6240
1143,298,1,2,6,6240
1144,298,1,401,12,6240
1145,298,1,22,2,6240
1146,299,1,163,12,6240
1147,300,1,26,4,6240
1148,300,1,1,10,6240
1149,300,1,181,10,6240
1150,301,1,26,7,6300
1151,301,1,42,5,6300
1152,301,1,205,4,6300
1153,301,1,22,10,6300
1154,301,1,11,10,6300
1155,302,1,16,12,6300
1156,302,1,3,10,6300
1157,302,1,12,11,6300
1158,303,1,41,10,6360
1159,304,1,108,7,6420
1160,304,1,1,7,6420
1161,304,1,39,9,6420
1162,304,1,24,10,6420
1163,305,1,456,4,6420
1164,306,1,361,3,6420
1165,307,1,14,8,6420
1166,307,1,34,4,6420
1167,307,1,125,10,6420
1168,307,1,193,8,6420
1169,307,1,327,2,6420
1170,307,1,4,3,6420
1171,307,1,276,8,6420
1172,308,1,86,12,6480
1173,309,1,11,4,6540
1174,309,1,87,10,6540
1175,309,1,255,12,6540
1176,309,1,247,6,6540
1177,310,1,138,2,6540
1178,310,1,68,9,6540
1179,310,1,7,8,6540
1180,310,1,82,5,6540
1181,311,1,114,6,6540
1182,311,1,11,6,6540
1183,312,1,35,2,6600
1184,312,1,102,10,6600
1185,312,1,218,6,6600
1186,312,1,18,4,6600
1187,312,1,32,5,6600
1188,313,1,32,9,6600
1189,313,1,91,6,6600
1190,313,1,1,10,6600
1191,313,1,70,7,6600
1192,314,1,0,10,6660
1193,314,1,2,4,6660
1194,315,1,47,11,6660
1195,315,1,5,12,6660
1196,316,1,173,5,6720
1197,317,1,32,4,6720
1198,317,1,34,11,6720
1199,318,1,12,5,6720
1200,319,1,16,7,6720
1201,319,1,95,6,6720
1202,319,1,2,5,6720
1203,320,1,4,3,6720
1204,320,1,12,8,6720
1205,321,1,11,3,6780
1206,321,1,39,5,6780
1207,321,1,0,11,6780
1208,321,1,4,6,6780
1209,321,1,73,6,6780
1210,321,1,36,5,6780
1211,322,1,26,2,6780
1212,322,1,0,7,6780
1213,322,1,176,8,6780
1214,323,1,146,5,6840
1215,323,1,42,2,6840
1216,323,1,344,7,6840
1217,323,1,10,6,6840
1218,323,1,48,7,6840
1219,323,1,144,2,6840
1220,324,1,68,2,6840
1221,324,1,3,8,6840
1222,324,1,1,12,6840
1223,324,1,11,1,6840
1224,324,1,2,2,6840
1225,324,1,86,3,6840
1226,325,1,2,10,6840
1227,326,1,32,12,6840
1228,326,1,5,4,6840
1229,327,1,0,2,6840
1230,327,1,44,7,6840
1231,327,1,12,7,6840
1232,328,1,47,3,6900
1233,328,1,41,4,6900
1234,329,1,3,3,6900
1235,329,1,62,6,6900
1236,330,1,127,6,6900
1237,330,1,41,6,6900
1238,330,1,186,6,6900
1239,330,1,4,12,6900
1240,330,1,0,2,6900
1241,330,1,14,10,6900
1242,330,1,195,12,6900
1243,330,1,35,10,6900
1244,330,1,5,7,6900
1245,330,1,8,2,6900
1246,330,1,62,4,6900
1247,331,1,63,7,6900
1248,331,1,24,4,6900
1249,331,1,93,3,6900
1250,331,1,44,8,6900
1251,331,1,209,7,6900
1252,331,1,31,4,6900
1253,331,1,39,8,6900
1254,331,1,48,8,6900
1255,332,1,298,6,6900
1256,333,1,9,12,6960
1257,333,1,37,2,6960
1258,334,1,0,7,7020
1259,334,1,290,12,7020
1260,334,1,39,3,7020
1261,334,1,44,2,7020
1262,335,1,47,1,7020
1263,335,1,16,6,7020
1264,335,1,92,2,7020
1265,336,1,13,12,7020
1266,337,1,9,9,7080
1267,337,1,35,6,7080
1268,338,1,132,8,7080
