item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_weight,item_unit,item_pod_inventory_level,item_warehouse_inventory_level
833,14242056001,B,4.0,7,40.0,30.0,19.0,22800.0,2.97,10.0,2280.0,0.297,PCS,1,1
834,14242156001,B,4.0,7,31.0,25.0,17.0,13175.0,1.8,10.0,1317.5,0.18,PCS,1,1
835,14242003001,B,4.0,5,30.0,24.0,15.0,10800.0,1.95,10.0,1080.0,0.195,PCS,1,1
836,14242155001,B,4.0,8,31.0,24.0,17.0,12648.0,2.26,10.0,1264.8,0.226,PCS,1,1
837,14242151001,B,4.0,8,38.0,27.0,24.0,24624.0,2.82,12.0,2052.0,0.235,PCS,1,1
838,14242149001,B,4.0,6,38.0,27.0,24.0,24624.0,2.45,12.0,2052.0,0.204,PCS,1,1
839,14242145001,B,4.0,5,38.0,28.0,24.0,25536.0,2.8,12.0,2128.0,0.233,PCS,1,1
840,14242131001,B,4.0,11,32.0,25.0,15.0,12000.0,1.92,10.0,1200.0,0.192,PCS,1,1
841,14242150001,B,4.0,4,38.0,27.0,24.0,24624.0,2.78,12.0,2052.0,0.232,PCS,1,1
842,14242010001,B,4.0,7,42.0,31.0,18.0,23436.0,4.8,10.0,2343.6,0.48,PCS,1,1
843,14242010001,B,4.0,3,41.0,30.0,18.0,22140.0,5.77,15.0,1476.0,0.385,PCS,1,1
844,14242004001,B,4.0,11,40.0,25.0,28.0,28000.0,5.47,15.0,1866.7,0.365,PCS,1,1
845,14242009001,B,4.0,9,29.0,26.0,14.0,10556.0,3.0,10.0,1055.6,0.3,PCS,1,1
846,14242037001,B,4.0,3,41.0,30.0,18.0,22140.0,5.77,15.0,1476.0,0.385,PCS,1,1
847,14243020001,B,4.0,4,30.0,19.0,15.0,8550.0,2.81,6.0,1425.0,0.468,PCS,1,1
848,14242011001,B,4.0,26,40.0,26.0,27.0,28080.0,7.37,15.0,1872.0,0.491,PCS,1,1
849,14242037001,B,4.0,7,42.0,31.0,18.0,23436.0,4.8,10.0,2343.6,0.48,PCS,1,1
850,14503005001,B,3.0,187,32.0,32.0,14.0,14336.0,3.17,24.0,597.3,0.132,PCS,1,1
851,14504015001,B,3.0,128,40.0,31.0,13.0,16120.0,3.44,30.0,537.3,0.115,PCS,1,1
852,14504008001,B,3.0,81,39.0,32.0,15.0,18720.0,3.31,30.0,624.0,0.11,PCS,1,1
853,14504027001,B,3.0,109,40.0,31.0,13.0,16120.0,2.95,30.0,537.3,0.098,PCS,1,1
854,14504001001,B,3.0,107,40.0,31.0,13.0,16120.0,3.1,30.0,537.3,0.103,PCS,1,1
855,14503048001,B,3.0,7,42.0,32.0,13.0,17472.0,1.454,12.0,1456.0,0.121,PCS,1,1
856,14503024001,B,3.0,9,42.0,32.0,13.0,17472.0,1.51,12.0,1456.0,0.126,PCS,1,1
857,14503019001,B,3.0,134,43.0,29.0,23.0,28681.0,2.11,12.0,2390.1,0.176,PCS,1,1
858,14503013001,B,3.0,80,41.0,28.0,17.0,19516.0,1.7,12.0,1626.3,0.142,PCS,1,1
859,14503010001,B,3.0,24,39.0,31.0,14.0,16926.0,2.65,30.0,564.2,0.088,PCS,1,1
860,14504002001,B,3.0,87,41.0,31.0,13.0,16523.0,4.05,30.0,550.8,0.135,PCS,1,1
861,14502047001,B,3.0,59,38.0,33.0,14.0,17556.0,3.09,30.0,585.2,0.103,PCS,1,1
862,14503004001,B,3.0,23,40.0,32.0,14.0,17920.0,2.8,20.0,896.0,0.14,PCS,1,1
863,14503002001,B,3.0,56,38.0,32.0,14.0,17024.0,3.13,30.0,567.5,0.104,PCS,1,1
864,14502080001,B,3.0,49,40.0,32.0,14.0,17920.0,3.19,30.0,597.3,0.106,PCS,1,1
865,14502078001,B,3.0,71,43.0,28.0,17.0,20468.0,1.8,12.0,1705.7,0.15,PCS,1,1
866,14502077001,B,3.0,164,43.0,28.0,17.0,20468.0,1.8,12.0,1705.7,0.15,PCS,1,1
867,14502054001,B,3.0,34,36.0,33.0,15.0,17820.0,2.39,8.0,2227.5,0.299,PCS,1,1
868,14502031001,B,3.0,17,32.0,30.0,14.0,13440.0,2.5,24.0,560.0,0.104,PCS,1,1
869,14502029001,B,3.0,34,35.0,30.0,13.0,13650.0,3.01,12.0,1137.5,0.251,PCS,1,1
870,14502026001,B,3.0,90,50.0,36.0,15.0,27000.0,3.0,12.0,2250.0,0.25,PCS,1,1
871,14502023001,B,3.0,43,34.0,30.0,13.0,13260.0,3.14,12.0,1105.0,0.262,PCS,1,1
872,14504052001,B,3.0,26,50.0,35.0,15.0,26250.0,2.29,12.0,2187.5,0.191,PCS,1,1
873,14504028001,B,3.0,100,39.0,33.0,15.0,19305.0,3.32,30.0,643.5,0.111,PCS,1,1
874,14505899001,B,3.0,279,40.0,31.0,13.0,16120.0,3.0,40.0,403.0,0.075,PCS,1,1
875,14504053001,B,3.0,19,50.0,35.0,15.0,26250.0,2.18,12.0,2187.5,0.182,PCS,1,1
876,14504055001,B,3.0,183,41.0,33.0,15.0,20295.0,3.13,30.0,676.5,0.104,PCS,1,1
877,14506067001,B,3.0,13,29.0,24.0,10.0,6960.0,3.88,12.0,580.0,0.323,PCS,1,1
878,14506049001,B,3.0,9,28.0,25.0,10.0,7000.0,3.85,12.0,583.3,0.321,PCS,1,1
879,14506039001,B,3.0,16,35.0,24.0,18.0,15120.0,9.42,4.0,3780.0,2.355,PCS,1,1
880,14506018001,B,3.0,4,40.0,22.0,12.0,10560.0,7.8,4.0,2640.0,1.95,PCS,1,1
881,14506005001,B,3.0,10,46.0,25.0,23.0,26450.0,4.72,12.0,2204.2,0.393,PCS,1,1
882,14506004001,B,3.0,5,36.0,23.0,22.0,18216.0,12.52,6.0,3036.0,2.087,PCS,1,1
883,14505139001,B,3.0,25,31.0,19.0,25.0,14725.0,2.87,30.0,490.8,0.096,PCS,1,1
884,14505138001,B,3.0,101,42.0,34.0,13.0,18564.0,1.64,12.0,1547.0,0.137,PCS,1,1
885,14505125001,B,3.0,61,31.0,20.0,25.0,15500.0,2.83,30.0,516.7,0.094,PCS,1,1
886,14505115001,B,3.0,137,38.0,33.0,14.0,17556.0,3.75,24.0,731.5,0.156,PCS,1,1
887,14505106001,B,3.0,37,35.0,34.0,15.0,17850.0,3.1,24.0,743.8,0.129,PCS,1,1
888,14505105001,B,3.0,46,35.0,34.0,15.0,17850.0,3.1,24.0,743.8,0.129,PCS,1,1
889,14505099001,B,3.0,58,42.0,33.0,13.0,18018.0,1.73,12.0,1501.5,0.144,PCS,1,1
890,14505058001,B,3.0,15,40.0,33.0,21.0,27720.0,2.4,24.0,1155.0,0.1,PCS,1,1
891,14505048001,B,3.0,44,31.0,30.0,14.0,13020.0,1.72,30.0,434.0,0.057,PCS,1,1
892,14502021001,B,3.0,29,34.0,31.0,13.0,13702.0,2.92,12.0,1141.8,0.243,PCS,1,1
893,14505031001,B,3.0,55,43.0,28.0,22.0,26488.0,2.5,12.0,2207.3,0.208,PCS,1,1
894,14505021001,B,3.0,84,40.0,33.0,14.0,18480.0,3.79,30.0,616.0,0.126,PCS,1,1
895,14505014001,B,3.0,111,42.0,29.0,18.0,21924.0,1.7,12.0,1827.0,0.142,PCS,1,1
896,14505011001,B,3.0,94,37.0,32.0,14.0,16576.0,3.0,24.0,690.7,0.125,PCS,1,1
897,14505008001,B,3.0,72,41.0,30.0,13.0,15990.0,2.64,40.0,399.8,0.066,PCS,1,1
898,14502022001,B,3.0,48,32.0,26.0,15.0,12480.0,2.86,12.0,1040.0,0.238,PCS,1,1
899,14505046001,B,3.0,14,37.0,29.0,13.0,13949.0,1.42,12.0,1162.4,0.118,PCS,1,1
900,14502020001,B,3.0,59,36.0,30.0,13.0,14040.0,2.78,30.0,468.0,0.093,PCS,1,1
901,14500067001,B,3.0,202,40.0,32.0,16.0,20480.0,3.72,24.0,853.3,0.155,PCS,1,1
902,14500056001,B,3.0,91,34.0,34.0,18.0,20808.0,1.6,8.0,2601.0,0.2,PCS,1,1
903,14500032001,B,3.0,45,38.0,33.0,14.0,17556.0,3.18,30.0,585.2,0.106,PCS,1,1
904,14500026001,B,3.0,58,43.0,28.0,17.0,20468.0,1.3,12.0,1705.7,0.108,PCS,1,1
905,14500023001,B,3.0,70,43.0,29.0,18.0,22446.0,3.0,12.0,1870.5,0.25,PCS,1,1
906,14500017001,B,3.0,17,34.0,33.0,15.0,16830.0,1.6,24.0,701.3,0.067,PCS,1,1
907,14500013001,B,3.0,137,43.0,28.0,17.0,20468.0,1.61,12.0,1705.7,0.134,PCS,1,1
908,14500010001,B,3.0,95,42.0,28.0,23.0,27048.0,2.5,12.0,2254.0,0.208,PCS,1,1
909,14500003001,B,3.0,117,37.0,31.0,14.0,16058.0,3.44,30.0,535.3,0.115,PCS,1,1
910,14370076001,B,3.0,12,40.0,3.0,20.0,2400.0,21.34,40.0,60.0,0.534,PCS,1,1
911,14370072001,B,3.0,10,44.0,35.0,16.0,24640.0,10.2,30.0,821.3,0.34,PCS,1,1
912,14370054001,B,3.0,7,44.0,33.0,14.0,20328.0,10.23,12.0,1694.0,0.852,PCS,1,1
913,14370029001,B,3.0,6,43.0,35.0,17.0,25585.0,20.85,20.0,1279.3,1.042,PCS,1,1
914,14370025001,B,3.0,10,44.0,33.0,15.0,21780.0,12.6,12.0,1815.0,1.05,PCS,1,1
915,14370004001,B,3.0,66,42.0,34.0,19.0,27132.0,20.92,20.0,1356.6,1.046,PCS,1,1
916,14370003001,B,3.0,20,43.0,35.0,19.0,28595.0,20.72,20.0,1429.8,1.036,PCS,1,1
917,14370002001,B,3.0,20,44.0,35.0,19.0,29260.0,20.97,20.0,1463.0,1.048,PCS,1,1
918,14361148001,B,3.0,12,43.0,34.0,18.0,26316.0,7.02,12.0,2193.0,0.585,PCS,1,1
919,14360022001,B,3.0,7,47.0,32.0,19.0,28576.0,10.01,6.0,4762.7,1.668,PCS,1,1
920,14502019001,B,3.0,44,37.0,32.0,14.0,16576.0,3.12,30.0,552.5,0.104,PCS,1,1
921,14352080001,B,3.0,8,35.0,28.0,26.0,25480.0,4.37,10.0,2548.0,0.437,PCS,1,1
922,14352060001,B,3.0,17,35.0,28.0,26.0,25480.0,4.37,10.0,2548.0,0.437,PCS,1,1
923,14351052001,B,3.0,6,37.0,37.0,17.0,23273.0,3.46,12.0,1939.4,0.288,PCS,1,1
924,14340006001,B,3.0,5,24.0,31.0,14.0,10416.0,8.18,12.0,868.0,0.682,PCS,1,1
925,14315017001,B,3.0,14,48.0,39.0,15.0,28080.0,3.658,8.0,3510.0,0.457,PCS,1,1
926,14315016001,B,3.0,12,48.0,39.0,15.0,28080.0,3.642,8.0,3510.0,0.455,PCS,1,1
927,14315003001,B,3.0,7,35.0,23.0,28.0,22540.0,2.25,12.0,1878.3,0.188,PCS,1,1
928,14312999001,B,3.0,11,47.0,32.0,15.0,22560.0,10.31,24.0,940.0,0.43,PCS,1,1
929,14500064001,B,3.0,97,39.0,33.0,14.0,18018.0,3.98,30.0,600.6,0.133,PCS,1,1
930,14500006001,B,3.0,60,41.0,32.0,15.0,19680.0,3.56,24.0,820.0,0.148,PCS,1,1
931,14500081001,B,3.0,16,31.0,31.0,13.0,12493.0,3.15,12.0,1041.1,0.262,PCS,1,1
932,14501084001,B,3.0,37,36.0,31.0,14.0,15624.0,3.12,30.0,520.8,0.104,PCS,1,1
933,14502016001,B,3.0,65,39.0,33.0,14.0,18018.0,3.63,30.0,600.6,0.121,PCS,1,1
934,14502015001,B,3.0,65,43.0,28.0,23.0,27692.0,2.5,12.0,2307.7,0.208,PCS,1,1
935,14502011001,B,3.0,231,45.0,33.0,20.0,29700.0,3.0,24.0,1237.5,0.125,PCS,1,1
936,14502010001,B,3.0,171,32.0,32.0,14.0,14336.0,3.1,24.0,597.3,0.129,PCS,1,1
937,14501929001,B,3.0,44,37.0,32.0,14.0,16576.0,3.12,30.0,552.5,0.104,PCS,1,1
938,14502003001,B,3.0,34,39.0,31.0,14.0,16926.0,2.62,30.0,564.2,0.087,PCS,1,1
939,14502002001,B,3.0,48,37.0,32.0,14.0,16576.0,3.12,30.0,552.5,0.104,PCS,1,1
940,14501942001,B,3.0,84,33.0,31.0,15.0,15345.0,3.0,24.0,639.4,0.125,PCS,1,1
941,14501002001,B,3.0,39,39.0,31.0,14.0,16926.0,2.8,30.0,564.2,0.093,PCS,1,1
942,14501928001,B,3.0,47,37.0,32.0,14.0,16576.0,3.06,30.0,552.5,0.102,PCS,1,1
943,14501902001,B,3.0,192,32.0,32.0,14.0,14336.0,2.9,24.0,597.3,0.121,PCS,1,1
944,14501899001,B,3.0,22,34.0,32.0,13.0,14144.0,2.92,12.0,1178.7,0.243,PCS,1,1
945,14502012001,B,3.0,159,37.0,37.0,14.0,19166.0,3.19,30.0,638.9,0.106,PCS,1,1
946,14501063001,B,3.0,118,42.0,28.0,17.0,19992.0,1.8,12.0,1666.0,0.15,PCS,1,1
947,14501016001,B,3.0,55,34.0,26.0,15.0,13260.0,2.78,12.0,1105.0,0.232,PCS,1,1
948,14501053001,B,3.0,43,36.0,34.0,15.0,18360.0,2.33,8.0,2295.0,0.291,PCS,1,1
949,14501005001,B,3.0,65,30.0,30.0,13.0,11700.0,2.98,12.0,975.0,0.248,PCS,1,1
950,14501011001,B,3.0,94,50.0,36.0,15.0,27000.0,3.0,12.0,2250.0,0.25,PCS,1,1
951,14501012001,B,3.0,146,50.0,36.0,15.0,27000.0,3.0,12.0,2250.0,0.25,PCS,1,1
952,14501013001,B,3.0,110,42.0,28.0,22.0,25872.0,2.5,12.0,2156.0,0.208,PCS,1,1
953,14501007001,B,3.0,13,32.0,30.0,14.0,13440.0,2.5,24.0,560.0,0.104,PCS,1,1
954,14501026001,B,3.0,58,37.0,34.0,16.0,20128.0,2.13,8.0,2516.0,0.266,PCS,1,1
955,14501037001,B,3.0,34,34.0,30.0,13.0,13260.0,2.84,12.0,1105.0,0.237,PCS,1,1
956,14501038001,B,3.0,62,32.0,26.0,15.0,12480.0,3.0,12.0,1040.0,0.25,PCS,1,1
957,14501047001,B,3.0,83,40.0,31.0,14.0,17360.0,3.28,30.0,578.7,0.109,PCS,1,1
958,14501052001,B,3.0,33,39.0,33.0,14.0,18018.0,3.21,30.0,600.6,0.107,PCS,1,1
959,14620062001,B,2.0,24,37.0,28.0,27.0,27972.0,15.55,12.0,2331.0,1.296,PCS,1,1
960,14615133001,B,2.0,29,33.0,23.0,29.0,22011.0,9.2,6.0,3668.5,1.533,PCS,1,1
961,14620057001,B,2.0,12,30.0,23.0,26.0,17940.0,11.4,12.0,1495.0,0.95,PCS,1,1
962,14620042001,B,2.0,12,35.0,23.0,32.0,25760.0,15.18,6.0,4293.3,2.53,PCS,1,1
963,14620030001,B,2.0,13,34.0,23.0,27.0,21114.0,10.0,6.0,3519.0,1.667,PCS,1,1
964,14620024001,B,2.0,4,28.0,22.0,27.0,16632.0,11.206,12.0,1386.0,0.934,PCS,1,1
965,14620021001,B,2.0,12,32.0,25.0,26.0,20800.0,11.13,12.0,1733.3,0.928,PCS,1,1
966,14620014001,B,2.0,30,33.0,23.0,28.0,21252.0,12.21,6.0,3542.0,2.035,PCS,1,1
967,14616054001,B,2.0,10,33.0,25.0,26.0,21450.0,12.28,12.0,1787.5,1.023,PCS,1,1
968,14616017001,B,2.0,6,32.0,25.0,26.0,20800.0,11.25,12.0,1733.3,0.938,PCS,1,1
969,14616002001,B,2.0,20,30.0,24.0,26.0,18720.0,11.17,12.0,1560.0,0.931,PCS,1,1
970,14615070001,B,2.0,30,35.0,24.0,29.0,24360.0,13.13,6.0,4060.0,2.188,PCS,1,1
971,14615114001,B,2.0,2,27.0,24.0,26.0,16848.0,7.424,12.0,1404.0,0.619,PCS,1,1
972,14615108001,B,2.0,9,25.0,19.0,26.0,12350.0,6.81,12.0,1029.2,0.568,PCS,1,1
973,14615107001,B,2.0,4,29.0,23.0,29.0,19343.0,11.5,12.0,1611.9,0.958,PCS,1,1
974,14615084001,B,2.0,18,38.0,26.0,30.0,29640.0,14.22,6.0,4940.0,2.37,PCS,1,1
975,14615082001,B,2.0,15,32.0,25.0,33.0,26400.0,18.9,12.0,2200.0,1.575,PCS,1,1
976,14615079001,B,2.0,9,34.0,25.0,30.0,25500.0,12.18,6.0,4250.0,2.03,PCS,1,1
977,14615041001,B,2.0,7,39.0,12.0,24.0,11232.0,6.628,10.0,1123.2,0.663,PCS,1,1
978,14615009001,B,2.0,19,29.0,26.0,24.0,18096.0,10.2,16.0,1131.0,0.638,PCS,1,1
979,14615002001,B,2.0,5,26.0,21.0,28.0,15288.0,10.0,12.0,1274.0,0.833,PCS,1,1
980,14613915001,B,2.0,14,35.0,25.0,30.0,26250.0,12.09,6.0,4375.0,2.015,PCS,1,1
981,14620114001,B,2.0,8,33.0,25.0,28.0,23100.0,14.98,12.0,1925.0,1.248,PCS,1,1
982,14620110001,B,2.0,8,24.0,19.0,26.0,11856.0,9.08,12.0,988.0,0.757,PCS,1,1
983,14632005001,B,2.0,4,33.0,25.0,21.0,17325.0,12.0,12.0,1443.8,1.0,PCS,1,1
984,14620119001,B,2.0,7,26.0,20.0,22.0,11440.0,7.07,12.0,953.3,0.589,PCS,1,1
985,14620133001,B,2.0,7,25.0,20.0,28.0,14000.0,10.2,12.0,1166.7,0.85,PCS,1,1
986,14700078001,B,2.0,6,42.0,26.0,12.0,13104.0,7.73,12.0,1092.0,0.644,PCS,1,1
987,14700075001,B,2.0,6,42.0,23.0,20.0,19320.0,7.74,12.0,1610.0,0.645,PCS,1,1
988,14700026001,B,2.0,12,36.0,31.0,13.0,14508.0,5.2,12.0,1209.0,0.433,PCS,1,1
989,14633936001,B,2.0,2,34.0,28.0,16.0,15232.0,8.88,72.0,211.6,0.123,PCS,1,1
990,14633935001,B,2.0,10,34.0,28.0,16.0,15232.0,8.88,72.0,211.6,0.123,PCS,1,1
991,14633934001,B,2.0,7,34.0,28.0,16.0,15232.0,8.88,72.0,211.6,0.123,PCS,1,1
992,14633896001,B,2.0,7,42.0,28.0,10.0,11760.0,7.55,24.0,490.0,0.315,PCS,1,1
993,14633039001,B,2.0,10,34.0,23.0,11.0,8602.0,6.66,24.0,358.4,0.278,PCS,1,1
994,14632223001,B,2.0,4,32.0,25.0,19.0,15200.0,10.7,12.0,1266.7,0.892,PCS,1,1
995,14613906001,B,2.0,16,24.0,17.0,32.0,13056.0,9.05,6.0,2176.0,1.508,PCS,1,1
996,14631018001,B,2.0,20,30.0,39.0,18.0,21060.0,16.45,48.0,438.8,0.343,PCS,1,1
997,14630027001,B,2.0,6,29.0,22.0,18.0,11484.0,10.0,12.0,957.0,0.833,PCS,1,1
998,14630016001,B,2.0,19,30.0,18.0,22.0,11880.0,6.95,12.0,990.0,0.579,PCS,1,1
999,14621069001,B,2.0,25,29.0,22.0,22.0,14036.0,7.92,12.0,1169.7,0.66,PCS,1,1
1000,14621045001,B,2.0,8,32.0,25.0,26.0,20800.0,10.66,12.0,1733.3,0.888,PCS,1,1
1001,14621038001,B,2.0,5,26.0,20.0,26.0,13520.0,9.88,12.0,1126.7,0.823,PCS,1,1
1002,14621029001,B,2.0,21,30.0,22.0,26.0,17160.0,8.97,12.0,1430.0,0.748,PCS,1,1
1003,14620999001,B,2.0,12,32.0,24.0,19.0,14592.0,10.84,12.0,1216.0,0.903,PCS,1,1
1004,14620908001,B,2.0,13,36.0,27.0,29.0,28188.0,13.34,12.0,2349.0,1.112,PCS,1,1
1005,14620907001,B,2.0,30,33.0,23.0,28.0,21252.0,12.22,6.0,3542.0,2.037,PCS,1,1
1006,14620903001,B,2.0,6,31.0,24.0,29.0,21576.0,14.15,12.0,1798.0,1.179,PCS,1,1
1007,14613907001,B,2.0,14,24.0,17.0,32.0,13056.0,9.07,6.0,2176.0,1.512,PCS,1,1
1008,14620894001,B,2.0,14,37.0,28.0,27.0,27972.0,15.58,12.0,2331.0,1.298,PCS,1,1
1009,14613900001,B,2.0,24,29.0,27.0,25.0,19575.0,9.7,24.0,815.6,0.404,PCS,1,1
1010,14600030001,B,2.0,11,33.0,25.0,21.0,17325.0,10.74,24.0,721.9,0.448,PCS,1,1
1011,14600023001,B,2.0,72,50.0,36.0,12.0,21600.0,24.42,24.0,900.0,1.018,PCS,1,1
1012,14600021001,B,2.0,7,34.0,25.0,20.0,17000.0,12.83,24.0,708.3,0.535,PCS,1,1
1013,14600017001,B,2.0,7,47.0,32.0,16.0,24064.0,20.54,24.0,1002.7,0.856,PCS,1,1
1014,14600013001,B,2.0,14,38.0,19.0,21.0,15162.0,8.5,24.0,631.8,0.354,PCS,1,1
1015,14600011001,B,2.0,7,37.0,19.0,20.0,14060.0,8.59,24.0,585.8,0.358,PCS,1,1
1016,14600005001,B,2.0,82,61.0,38.0,9.0,20862.0,24.38,24.0,869.3,1.016,PCS,1,1
1017,14523031001,B,2.0,6,30.0,27.0,20.0,16200.0,6.396,12.0,1350.0,0.533,PCS,1,1
1018,14521181001,B,2.0,6,48.0,27.0,20.0,25920.0,4.91,60.0,432.0,0.082,PCS,1,1
1019,14521180001,B,2.0,5,48.0,27.0,20.0,25920.0,4.85,60.0,432.0,0.081,PCS,1,1
1020,14521179001,B,2.0,5,48.0,27.0,20.0,25920.0,4.47,60.0,432.0,0.074,PCS,1,1
1021,14521178001,B,2.0,6,48.0,27.0,20.0,25920.0,5.13,60.0,432.0,0.085,PCS,1,1
1022,14521166001,B,2.0,7,36.0,31.0,15.0,16740.0,2.65,24.0,697.5,0.11,PCS,1,1
1023,14509027001,B,2.0,4,47.0,29.0,13.0,17719.0,2.3,18.0,984.4,0.128,PCS,1,1
1024,14508017001,B,2.0,12,33.0,32.0,24.0,25344.0,2.9,12.0,2112.0,0.242,PCS,1,1
1025,14507029001,B,2.0,5,57.0,20.0,18.0,20520.0,6.5,12.0,1710.0,0.542,PCS,1,1
1026,14506352001,B,2.0,27,39.0,23.0,12.0,10764.0,6.328,20.0,538.2,0.316,PCS,1,1
1027,14506314001,B,2.0,9,38.0,24.0,15.0,13680.0,6.3,20.0,684.0,0.315,PCS,1,1
1028,14506275001,B,2.0,96,36.0,35.0,16.0,20160.0,2.95,24.0,840.0,0.123,PCS,1,1
1029,14506225001,B,2.0,17,38.0,32.0,14.0,17024.0,3.7,16.0,1064.0,0.231,PCS,1,1
1030,14506211001,B,2.0,5,46.0,30.0,15.0,20700.0,3.2,6.0,3450.0,0.533,PCS,1,1
1031,14506190001,B,2.0,7,45.0,27.0,18.0,21870.0,13.39,12.0,1822.5,1.116,PCS,1,1
1032,14506159001,B,2.0,6,46.0,30.0,15.0,20700.0,3.2,6.0,3450.0,0.533,PCS,1,1
1033,14506103001,B,2.0,6,36.0,27.0,16.0,15552.0,6.64,24.0,648.0,0.277,PCS,1,1
1034,14506100001,B,2.0,65,36.0,35.0,16.0,20160.0,3.1,24.0,840.0,0.129,PCS,1,1
1035,14506099001,B,2.0,9,53.0,37.0,14.0,27454.0,5.22,10.0,2745.4,0.522,PCS,1,1
1036,14613026001,B,2.0,21,38.0,27.0,29.0,29754.0,13.8,6.0,4959.0,2.3,PCS,1,1
1037,14506096001,B,2.0,6,39.0,27.0,23.0,24219.0,12.69,10.0,2421.9,1.269,PCS,1,1
1038,14600025001,B,2.0,7,37.0,19.0,21.0,14763.0,8.57,24.0,615.1,0.357,PCS,1,1
1039,14506887001,B,2.0,26,37.0,33.0,14.0,17094.0,3.15,30.0,569.8,0.105,PCS,1,1
1040,14600898001,B,2.0,6,37.0,21.0,12.0,9324.0,5.73,12.0,777.0,0.478,PCS,1,1
1041,14611013001,B,2.0,4,35.0,27.0,27.0,25515.0,10.33,6.0,4252.5,1.722,PCS,1,1
1042,14613024001,B,2.0,7,34.0,23.0,28.0,21896.0,11.99,6.0,3649.3,1.998,PCS,1,1
1043,14613019001,B,2.0,19,35.0,26.0,27.0,24570.0,16.23,12.0,2047.5,1.352,PCS,1,1
1044,14600899001,B,2.0,4,28.0,19.0,16.0,8512.0,5.0,12.0,709.3,0.417,PCS,1,1
1045,14613009001,B,2.0,9,35.0,27.0,29.0,27405.0,12.23,12.0,2283.8,1.019,PCS,1,1
1046,14613007001,B,2.0,8,35.0,24.0,30.0,25200.0,12.04,6.0,4200.0,2.007,PCS,1,1
1047,14612900001,B,2.0,16,21.0,15.0,30.0,9450.0,6.98,6.0,1575.0,1.163,PCS,1,1
1048,14612088001,B,2.0,14,29.0,22.0,30.0,19140.0,14.22,12.0,1595.0,1.185,PCS,1,1
1049,14612034001,B,2.0,11,28.0,23.0,29.0,18676.0,12.75,9.0,2075.1,1.417,PCS,1,1
1050,14612018002,B,2.0,27,33.0,24.0,28.0,22176.0,17.58,12.0,1848.0,1.465,PCS,1,1
1051,14612005001,B,2.0,5,33.0,25.0,28.0,23100.0,17.662,12.0,1925.0,1.472,PCS,1,1
1052,14611899001,B,2.0,5,34.0,24.0,29.0,23664.0,11.98,6.0,3944.0,1.997,PCS,1,1
1053,14611020001,B,2.0,5,35.0,20.0,30.0,21000.0,12.86,12.0,1750.0,1.072,PCS,1,1
1054,14612075001,B,2.0,15,34.0,23.0,28.0,21896.0,11.7,6.0,3649.3,1.95,PCS,1,1
1055,14610010001,B,2.0,7,25.0,23.0,25.0,14375.0,7.45,12.0,1197.9,0.621,PCS,1,1
1056,14601999001,B,2.0,8,37.0,28.0,21.0,21756.0,6.51,12.0,1813.0,0.542,PCS,1,1
1057,14601003001,B,2.0,15,46.0,28.0,16.0,20608.0,7.694,30.0,686.9,0.256,PCS,1,1
1058,14601030001,B,2.0,9,30.0,23.0,23.0,15870.0,6.5,12.0,1322.5,0.542,PCS,1,1
1059,14601001001,B,2.0,14,44.0,34.0,15.0,22440.0,13.42,24.0,935.0,0.559,PCS,1,1
1060,14601047001,B,2.0,6,42.0,25.0,20.0,21000.0,7.17,12.0,1750.0,0.598,PCS,1,1
1061,14601031001,B,2.0,9,38.0,26.0,15.0,14820.0,3.92,12.0,1235.0,0.327,PCS,1,1
1062,14602002001,B,2.0,4,14.0,11.0,13.0,2002.0,0.868,6.0,333.7,0.145,PCS,1,1
1063,14602023001,B,2.0,5,12.0,9.0,11.0,1188.0,0.8,6.0,198.0,0.133,PCS,1,1
1064,14602026001,B,2.0,4,12.0,9.0,11.0,1188.0,0.8,6.0,198.0,0.133,PCS,1,1
1065,14602107001,B,2.0,4,13.0,9.0,11.0,1287.0,0.9,6.0,214.5,0.15,PCS,1,1
1066,14610001001,B,2.0,11,30.0,19.0,26.0,14820.0,9.26,12.0,1235.0,0.772,PCS,1,1
1067,15021001001,B,1.0,90,32.0,16.0,13.0,6656.0,5.27,24.0,277.3,0.22,PCS,1,1
1068,15021005001,B,1.0,33,36.0,24.0,13.0,11232.0,6.31,24.0,468.0,0.263,PCS,1,1
1069,15021035001,B,1.0,43,30.0,16.0,12.0,5760.0,5.18,24.0,240.0,0.216,PCS,1,1
1070,15021060001,B,1.0,29,35.0,20.0,9.0,6300.0,5.3,24.0,262.5,0.221,PCS,1,1
1071,15022004001,B,1.0,55,32.0,15.0,13.0,6240.0,5.25,24.0,260.0,0.219,PCS,1,1
1072,15023017001,B,1.0,30,35.0,20.0,11.0,7700.0,6.57,24.0,320.8,0.274,PCS,1,1
1073,15022005001,B,1.0,38,30.0,17.0,12.0,6120.0,5.2,24.0,255.0,0.217,PCS,1,1
1074,15022009001,B,1.0,29,36.0,24.0,13.0,11232.0,6.4,24.0,468.0,0.267,PCS,1,1
1075,15022026001,B,1.0,69,30.0,17.0,12.0,6120.0,5.2,24.0,255.0,0.217,PCS,1,1
1076,15022013001,B,1.0,46,33.0,17.0,13.0,7293.0,5.35,24.0,303.9,0.223,PCS,1,1
