item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_weight,item_unit,item_pod_inventory_level,item_warehouse_inventory_level
1425,10051001001,C,99.0,1,25.0,19.0,20.0,9500.0,5.6,12.0,791.7,0.467,PCS,0.6,0.6
1426,10051034001,C,98.0,4,38.0,30.0,26.0,29640.0,17.8,12.0,2470.0,1.483,PCS,0.6,0.6
1427,10052014001,C,98.0,5,31.0,24.0,27.0,20088.0,12.34,12.0,1674.0,1.028,PCS,0.6,0.6
1428,10052004001,C,98.0,2,32.0,25.0,27.0,21600.0,12.34,12.0,1800.0,1.028,PCS,0.6,0.6
1429,10052015001,C,98.0,3,31.0,24.0,27.0,20088.0,12.34,12.0,1674.0,1.028,PCS,0.6,0.6
1430,10052009001,C,98.0,2,32.0,25.0,27.0,21600.0,11.5,12.0,1800.0,0.958,PCS,0.6,0.6
1431,10052002001,C,98.0,4,31.0,24.0,27.0,20088.0,12.31,12.0,1674.0,1.026,PCS,0.6,0.6
1432,10052024001,C,97.0,4,32.0,24.0,26.0,19968.0,12.72,12.0,1664.0,1.06,PCS,0.6,0.6
1433,10052033001,C,97.0,1,31.0,24.0,28.0,20832.0,12.35,12.0,1736.0,1.029,PCS,0.6,0.6
1434,10052046001,C,96.0,1,26.0,20.0,26.0,13520.0,9.5,12.0,1126.7,0.792,PCS,0.6,0.6
1435,10053909001,C,96.0,14,41.0,27.0,20.0,22140.0,10.66,24.0,922.5,0.444,PCS,0.6,0.6
1436,10053904001,C,96.0,7,42.0,26.0,19.0,20748.0,6.2,36.0,576.3,0.172,PCS,0.6,0.6
1437,10053903001,C,96.0,5,42.0,26.0,19.0,20748.0,6.2,36.0,576.3,0.172,PCS,0.6,0.6
1438,10303001001,C,95.0,11,40.0,27.0,12.0,12960.0,8.87,24.0,540.0,0.37,PCS,0.6,0.6
1439,10100222001,C,95.0,6,41.0,28.0,13.0,14924.0,9.29,24.0,621.8,0.387,PCS,0.6,0.6
1440,10904008001,C,95.0,1,47.0,31.0,17.0,24769.0,10.32,6.0,4128.2,1.72,PCS,0.6,0.6
1441,10303003001,C,95.0,12,40.0,27.0,12.0,12960.0,8.752,24.0,540.0,0.365,PCS,0.6,0.6
1442,10904899001,C,94.0,1,47.0,31.0,6.0,8742.0,8.81,6.0,1457.0,1.468,PCS,0.6,0.6
1443,10904021001,C,94.0,1,48.0,31.0,19.0,28272.0,10.53,6.0,4712.0,1.755,PCS,0.6,0.6
1444,11010001001,C,93.0,2,38.0,25.0,29.0,27550.0,14.08,6.0,4591.7,2.347,PCS,0.6,0.6
1445,11002007001,C,93.0,1,23.0,16.0,18.0,6624.0,7.66,12.0,552.0,0.638,PCS,0.6,0.6
1446,11010015002,C,92.0,1,37.0,24.0,28.0,24864.0,13.46,6.0,4144.0,2.243,PCS,0.6,0.6
1447,11010015001,C,92.0,1,37.0,25.0,28.0,25900.0,13.5,6.0,4316.7,2.25,PCS,0.6,0.6
1448,11010015002,C,92.0,1,37.0,25.0,28.0,25900.0,13.5,6.0,4316.7,2.25,PCS,0.6,0.6
1449,11010018001,C,92.0,1,38.0,24.0,27.0,24624.0,13.48,6.0,4104.0,2.247,PCS,0.6,0.6
1450,11010019001,C,92.0,3,38.0,26.0,29.0,28652.0,13.88,6.0,4775.3,2.313,PCS,0.6,0.6
1451,11010021002,C,92.0,3,36.0,24.0,31.0,26784.0,11.8,6.0,4464.0,1.967,PCS,0.6,0.6
1452,11010012001,C,92.0,1,38.0,26.0,29.0,28652.0,13.88,6.0,4775.3,2.313,PCS,0.6,0.6
1453,11010015001,C,92.0,1,37.0,24.0,28.0,24864.0,13.46,6.0,4144.0,2.243,PCS,0.6,0.6
1454,11010021001,C,92.0,3,36.0,24.0,31.0,26784.0,11.8,6.0,4464.0,1.967,PCS,0.6,0.6
1455,11010021002,C,92.0,2,33.0,27.0,32.0,28512.0,11.61,6.0,4752.0,1.935,PCS,0.6,0.6
1456,11010021001,C,92.0,2,33.0,27.0,32.0,28512.0,11.61,6.0,4752.0,1.935,PCS,0.6,0.6
1457,11010020001,C,92.0,3,42.0,33.0,19.0,26334.0,12.02,6.0,4389.0,2.003,PCS,0.6,0.6
1458,11010023001,C,91.0,4,43.0,33.0,19.0,26961.0,12.5,6.0,4493.5,2.083,PCS,0.6,0.6
1459,11010026001,C,91.0,2,36.0,24.0,31.0,26784.0,12.68,6.0,4464.0,2.113,PCS,0.6,0.6
1460,11010022001,C,91.0,3,43.0,33.0,19.0,26961.0,12.06,6.0,4493.5,2.01,PCS,0.6,0.6
1461,11010024001,C,91.0,2,42.0,33.0,19.0,26334.0,11.91,6.0,4389.0,1.985,PCS,0.6,0.6
1462,11010025001,C,91.0,3,38.0,26.0,28.0,27664.0,14.22,6.0,4610.7,2.37,PCS,0.6,0.6
1463,11010040001,C,90.0,3,32.0,30.0,31.0,29760.0,13.4,6.0,4960.0,2.233,PCS,0.6,0.6
1464,11010051001,C,90.0,1,33.0,24.0,28.0,22176.0,13.59,6.0,3696.0,2.265,PCS,0.6,0.6
1465,11010058001,C,89.0,1,39.0,26.0,29.0,29406.0,14.0,6.0,4901.0,2.333,PCS,0.6,0.6
1466,11010060001,C,89.0,2,37.0,24.0,31.0,27528.0,11.82,6.0,4588.0,1.97,PCS,0.6,0.6
1467,11010059001,C,89.0,2,38.0,26.0,29.0,28652.0,14.0,6.0,4775.3,2.333,PCS,0.6,0.6
1468,11010061001,C,89.0,3,37.0,24.0,31.0,27528.0,11.82,6.0,4588.0,1.97,PCS,0.6,0.6
1469,11020010001,C,88.0,4,32.0,24.0,25.0,19200.0,7.39,12.0,1600.0,0.616,PCS,0.6,0.6
1470,11010112001,C,88.0,3,31.0,30.0,31.0,28830.0,13.392,6.0,4805.0,2.232,PCS,0.6,0.6
1471,11010116001,C,88.0,3,27.0,39.0,28.0,29484.0,13.4,12.0,2457.0,1.117,PCS,0.6,0.6
1472,11020012001,C,88.0,3,33.0,24.0,24.0,19008.0,7.21,12.0,1584.0,0.601,PCS,0.6,0.6
1473,11020013001,C,88.0,2,34.0,21.0,29.0,20706.0,8.44,12.0,1725.5,0.703,PCS,0.6,0.6
1474,11021002001,C,88.0,1,39.0,33.0,22.0,28314.0,10.19,24.0,1179.8,0.425,PCS,0.6,0.6
1475,11010120001,C,88.0,1,35.0,27.0,27.0,25515.0,10.73,12.0,2126.3,0.894,PCS,0.6,0.6
1476,11020001001,C,88.0,2,41.0,21.0,30.0,25830.0,11.6,14.0,1845.0,0.829,PCS,0.6,0.6
1477,11020008001,C,88.0,7,33.0,24.0,29.0,22968.0,7.69,12.0,1914.0,0.641,PCS,0.6,0.6
1478,11021013001,C,87.0,3,42.0,21.0,29.0,25578.0,12.68,3.0,8526.0,4.227,PCS,0.6,0.6
1479,11021005001,C,87.0,1,27.0,21.0,26.0,14742.0,8.214,12.0,1228.5,0.684,PCS,0.6,0.6
1480,11021011001,C,87.0,1,30.0,29.0,20.0,17400.0,5.21,24.0,725.0,0.217,PCS,0.6,0.6
1481,11021029001,C,86.0,5,37.0,32.0,25.0,29600.0,13.7,12.0,2466.7,1.142,PCS,0.6,0.6
1482,11021023001,C,86.0,1,33.0,21.0,29.0,20097.0,8.45,12.0,1674.8,0.704,PCS,0.6,0.6
1483,11021027001,C,86.0,1,27.0,27.0,19.0,13851.0,5.026,12.0,1154.3,0.419,PCS,0.6,0.6
1484,11021025001,C,86.0,3,42.0,26.0,22.0,24024.0,8.72,12.0,2002.0,0.727,PCS,0.6,0.6
1485,11021028001,C,86.0,2,34.0,24.0,24.0,19584.0,7.41,12.0,1632.0,0.618,PCS,0.6,0.6
1486,11021020001,C,86.0,1,29.0,26.0,26.0,19604.0,10.92,8.0,2450.5,1.365,PCS,0.6,0.6
1487,11021043001,C,85.0,1,23.0,29.0,28.0,18676.0,7.82,12.0,1556.3,0.652,PCS,0.6,0.6
1488,11021036001,C,85.0,3,36.0,31.0,25.0,27900.0,14.1,12.0,2325.0,1.175,PCS,0.6,0.6
1489,11021059002,C,84.0,1,36.0,27.0,28.0,27216.0,13.6,12.0,2268.0,1.133,PCS,0.6,0.6
1490,11021051002,C,84.0,2,26.0,18.0,23.0,10764.0,,,,,,0.6,0.6
1491,11021052001,C,84.0,3,40.0,25.0,27.0,27000.0,10.0,9.0,3000.0,1.111,PCS,0.6,0.6
1492,11021051002,C,84.0,1,26.0,18.0,23.0,10764.0,2.39,6.0,1794.0,0.398,PCS,0.6,0.6
1493,11021046001,C,84.0,1,48.0,17.0,26.0,21216.0,7.388,12.0,1768.0,0.616,PCS,0.6,0.6
1494,11021044001,C,84.0,1,31.0,24.0,29.0,21576.0,7.5,12.0,1798.0,0.625,PCS,0.6,0.6
1495,11021060001,C,83.0,3,39.0,20.0,30.0,23400.0,10.5,12.0,1950.0,0.875,PCS,0.6,0.6
1496,11021064001,C,83.0,2,32.0,23.0,29.0,21344.0,7.33,12.0,1778.7,0.611,PCS,0.6,0.6
1497,11021061001,C,83.0,3,29.0,26.0,26.0,19604.0,10.92,8.0,2450.5,1.365,PCS,0.6,0.6
1498,11021063001,C,83.0,3,32.0,23.0,24.0,17664.0,7.3,12.0,1472.0,0.608,PCS,0.6,0.6
1499,11021066001,C,82.0,2,32.0,30.0,30.0,28800.0,13.62,6.0,4800.0,2.27,PCS,0.6,0.6
1500,11021095001,C,82.0,1,34.0,23.0,23.0,17986.0,4.47,6.0,2997.7,0.745,PCS,0.6,0.6
1501,11021074001,C,82.0,1,34.0,23.0,24.0,18768.0,4.35,6.0,3128.0,0.725,PCS,0.6,0.6
1502,11021068001,C,82.0,3,39.0,20.0,30.0,23400.0,9.8,12.0,1950.0,0.817,PCS,0.6,0.6
1503,11021067001,C,82.0,1,37.0,20.0,11.0,8140.0,2.44,10.0,814.0,0.244,PCS,0.6,0.6
1504,11021096001,C,81.0,1,34.0,23.0,23.0,17986.0,4.47,6.0,2997.7,0.745,PCS,0.6,0.6
1505,11022001001,C,81.0,4,34.0,23.0,27.0,21114.0,7.73,12.0,1759.5,0.644,PCS,0.6,0.6
1506,11022003002,C,81.0,4,33.0,22.0,27.0,19602.0,7.67,12.0,1633.5,0.639,PCS,0.6,0.6
1507,11022003001,C,81.0,4,33.0,22.0,27.0,19602.0,7.67,12.0,1633.5,0.639,PCS,0.6,0.6
1508,11022003002,C,81.0,3,34.0,23.0,27.0,21114.0,7.73,12.0,1759.5,0.644,PCS,0.6,0.6
1509,11022006001,C,81.0,4,36.0,21.0,23.0,17388.0,6.2,12.0,1449.0,0.517,PCS,0.6,0.6
1510,11022003001,C,81.0,3,34.0,23.0,27.0,21114.0,7.73,12.0,1759.5,0.644,PCS,0.6,0.6
1511,11022021001,C,80.0,1,37.0,22.0,26.0,21164.0,7.25,12.0,1763.7,0.604,PCS,0.6,0.6
1512,11022024001,C,80.0,2,35.0,32.0,24.0,26880.0,13.6,12.0,2240.0,1.133,PCS,0.6,0.6
1513,11022024002,C,80.0,2,35.0,32.0,24.0,26880.0,13.6,12.0,2240.0,1.133,PCS,0.6,0.6
1514,11022024001,C,80.0,3,37.0,32.0,25.0,29600.0,13.7,12.0,2466.7,1.142,PCS,0.6,0.6
1515,11022024002,C,80.0,3,37.0,32.0,25.0,29600.0,13.7,12.0,2466.7,1.142,PCS,0.6,0.6
1516,11022026001,C,80.0,1,37.0,22.0,25.0,20350.0,7.18,12.0,1695.8,0.598,PCS,0.6,0.6
1517,11022031001,C,80.0,4,37.0,34.0,18.0,22644.0,8.47,18.0,1258.0,0.471,PCS,0.6,0.6
1518,11022044001,C,79.0,3,33.0,21.0,29.0,20097.0,8.45,12.0,1674.8,0.704,PCS,0.6,0.6
1519,11022034001,C,79.0,3,36.0,32.0,24.0,27648.0,11.3,18.0,1536.0,0.628,PCS,0.6,0.6
1520,11022035001,C,79.0,1,40.0,23.0,32.0,29440.0,15.0,12.0,2453.3,1.25,PCS,0.6,0.6
1521,11022036001,C,79.0,6,40.0,23.0,32.0,29440.0,15.0,12.0,2453.3,1.25,PCS,0.6,0.6
1522,11022041001,C,79.0,2,36.0,28.0,23.0,23184.0,7.13,12.0,1932.0,0.594,PCS,0.6,0.6
1523,11022056001,C,78.0,2,32.0,22.0,29.0,20416.0,6.52,12.0,1701.3,0.543,PCS,0.6,0.6
1524,11022060001,C,78.0,1,36.0,20.0,27.0,19440.0,10.2,12.0,1620.0,0.85,PCS,0.6,0.6
1525,11022063001,C,78.0,2,42.0,25.0,25.0,26250.0,10.5,12.0,2187.5,0.875,PCS,0.6,0.6
1526,11022058001,C,78.0,2,36.0,20.0,28.0,20160.0,10.1,12.0,1680.0,0.842,PCS,0.6,0.6
1527,11022059001,C,78.0,3,36.0,20.0,28.0,20160.0,10.1,12.0,1680.0,0.842,PCS,0.6,0.6
1528,11022067001,C,78.0,4,31.0,23.0,25.0,17825.0,6.83,12.0,1485.4,0.569,PCS,0.6,0.6
1529,11022077001,C,77.0,1,39.0,23.0,28.0,25116.0,9.3,12.0,2093.0,0.775,PCS,0.6,0.6
1530,11022083001,C,77.0,1,31.0,23.0,29.0,20677.0,7.28,12.0,1723.1,0.607,PCS,0.6,0.6
1531,11022082001,C,77.0,6,35.0,23.0,27.0,21735.0,6.914,12.0,1811.3,0.576,PCS,0.6,0.6
1532,11022075001,C,77.0,1,32.0,25.0,30.0,24000.0,6.33,12.0,2000.0,0.528,PCS,0.6,0.6
1533,11022068001,C,77.0,1,37.0,21.0,25.0,19425.0,15.66,12.0,1618.8,1.305,PCS,0.6,0.6
1534,11030010001,C,76.0,2,36.0,13.0,11.0,5148.0,2.01,10.0,514.8,0.201,PCS,0.6,0.6
1535,11030012002,C,76.0,1,25.0,19.0,22.0,10450.0,0.91,20.0,522.5,0.046,PCS,0.6,0.6
1536,11030016001,C,76.0,1,38.0,25.0,24.0,22800.0,5.44,12.0,1900.0,0.453,PCS,0.6,0.6
1537,11030016002,C,76.0,1,38.0,25.0,24.0,22800.0,5.44,12.0,1900.0,0.453,PCS,0.6,0.6
1538,11030006001,C,76.0,4,39.0,23.0,15.0,13455.0,4.4,12.0,1121.3,0.367,PCS,0.6,0.6
1539,11030007001,C,76.0,1,38.0,24.0,17.0,15504.0,6.148,12.0,1292.0,0.512,PCS,0.6,0.6
1540,11023010001,C,76.0,9,24.0,17.0,24.0,9792.0,4.76,12.0,816.0,0.397,PCS,0.6,0.6
1541,11022085001,C,76.0,3,35.0,27.0,30.0,28350.0,14.2,12.0,2362.5,1.183,PCS,0.6,0.6
1542,11023015001,C,76.0,3,23.0,17.0,24.0,9384.0,4.71,12.0,782.0,0.392,PCS,0.6,0.6
1543,11023012001,C,76.0,2,27.0,22.0,26.0,15444.0,5.82,12.0,1287.0,0.485,PCS,0.6,0.6
1544,11030015001,C,76.0,1,48.0,17.0,21.0,17136.0,4.63,12.0,1428.0,0.386,PCS,0.6,0.6
1545,11030005001,C,76.0,3,38.0,24.0,17.0,15504.0,6.148,12.0,1292.0,0.512,PCS,0.6,0.6
1546,11030002001,C,76.0,2,38.0,24.0,17.0,15504.0,6.148,12.0,1292.0,0.512,PCS,0.6,0.6
1547,11030028003,C,75.0,1,46.0,20.0,23.0,21160.0,6.57,20.0,1058.0,0.328,PCS,0.6,0.6
1548,11030028004,C,75.0,1,46.0,20.0,23.0,21160.0,6.57,20.0,1058.0,0.328,PCS,0.6,0.6
1549,11030018001,C,75.0,3,39.0,20.0,23.0,17940.0,2.3,12.0,1495.0,0.192,PCS,0.6,0.6
1550,11030024001,C,75.0,2,25.0,24.0,11.0,6600.0,2.5,12.0,550.0,0.208,PCS,0.6,0.6
1551,11030017001,C,75.0,1,30.0,17.0,20.0,10200.0,1.85,12.0,850.0,0.154,PCS,0.6,0.6
1552,11030016002,C,75.0,1,38.0,25.0,24.0,22800.0,5.46,12.0,1900.0,0.455,PCS,0.6,0.6
1553,11030016001,C,75.0,1,38.0,25.0,24.0,22800.0,5.46,12.0,1900.0,0.455,PCS,0.6,0.6
1554,11030062001,C,74.0,2,26.0,20.0,9.0,4680.0,2.21,12.0,390.0,0.184,PCS,0.6,0.6
1555,11030032001,C,74.0,4,38.0,21.0,35.0,27930.0,11.0,24.0,1163.8,0.458,PCS,0.6,0.6
1556,11030049001,C,74.0,1,41.0,25.0,16.0,16400.0,9.54,36.0,455.6,0.265,PCS,0.6,0.6
1557,11030049002,C,74.0,1,41.0,25.0,16.0,16400.0,9.548,36.0,455.6,0.265,PCS,0.6,0.6
1558,11030046001,C,74.0,2,23.0,20.0,39.0,17940.0,2.26,12.0,1495.0,0.188,PCS,0.6,0.6
1559,11030048001,C,74.0,1,23.0,20.0,39.0,17940.0,2.26,12.0,1495.0,0.188,PCS,0.6,0.6
1560,11030029001,C,74.0,4,38.0,22.0,15.0,12540.0,4.33,12.0,1045.0,0.361,PCS,0.6,0.6
1561,11030096001,C,73.0,2,48.0,25.0,18.0,21600.0,8.141,18.0,1200.0,0.452,PCS,0.6,0.6
1562,11030079002,C,73.0,2,38.0,24.0,17.0,15504.0,6.14,12.0,1292.0,0.512,PCS,0.6,0.6
1563,11030080001,C,73.0,1,38.0,24.0,17.0,15504.0,6.148,12.0,1292.0,0.512,PCS,0.6,0.6
1564,11030097001,C,73.0,1,48.0,28.0,18.0,24192.0,8.13,18.0,1344.0,0.452,PCS,0.6,0.6
1565,11030079001,C,73.0,1,38.0,24.0,17.0,15504.0,6.14,12.0,1292.0,0.512,PCS,0.6,0.6
1566,11030079002,C,73.0,1,38.0,24.0,17.0,15504.0,6.14,12.0,1292.0,0.512,PCS,0.6,0.6
1567,11030066001,C,73.0,4,38.0,21.0,35.0,27930.0,8.9,24.0,1163.8,0.371,PCS,0.6,0.6
1568,11030079001,C,73.0,2,38.0,24.0,17.0,15504.0,6.14,12.0,1292.0,0.512,PCS,0.6,0.6
1569,11030094001,C,73.0,1,22.0,19.0,19.0,7942.0,3.27,12.0,661.8,0.272,PCS,0.6,0.6
1570,11030095001,C,73.0,3,34.0,24.0,26.0,21216.0,10.0,24.0,884.0,0.417,PCS,0.6,0.6
1571,11030195001,C,72.0,2,31.0,23.0,13.0,9269.0,3.07,12.0,772.4,0.256,PCS,0.6,0.6
1572,11030183002,C,72.0,2,34.0,26.0,13.0,11492.0,3.03,12.0,957.7,0.252,PCS,0.6,0.6
1573,11030198002,C,72.0,1,31.0,24.0,24.0,17856.0,4.764,12.0,1488.0,0.397,PCS,0.6,0.6
1574,11030128001,C,72.0,5,21.0,19.0,20.0,7980.0,3.3,12.0,665.0,0.275,PCS,0.6,0.6
1575,11030198001,C,72.0,1,31.0,24.0,24.0,17856.0,4.764,12.0,1488.0,0.397,PCS,0.6,0.6
1576,11030196002,C,72.0,1,38.0,25.0,25.0,23750.0,5.6,12.0,1979.2,0.467,PCS,0.6,0.6
1577,11030125001,C,72.0,2,22.0,19.0,19.0,7942.0,3.272,12.0,661.8,0.273,PCS,0.6,0.6
1578,11030179001,C,72.0,1,31.0,23.0,13.0,9269.0,3.08,12.0,772.4,0.257,PCS,0.6,0.6
1579,11030177001,C,72.0,4,31.0,23.0,13.0,9269.0,3.06,12.0,772.4,0.255,PCS,0.6,0.6
1580,11030108001,C,72.0,1,27.0,18.0,26.0,12636.0,2.38,12.0,1053.0,0.198,PCS,0.6,0.6
1581,11030183001,C,72.0,1,34.0,26.0,13.0,11492.0,3.03,12.0,957.7,0.252,PCS,0.6,0.6
1582,11030180001,C,72.0,2,31.0,23.0,13.0,9269.0,3.05,12.0,772.4,0.254,PCS,0.6,0.6
1583,11031001001,C,71.0,1,20.0,14.0,25.0,7000.0,2.46,6.0,1166.7,0.41,PCS,0.6,0.6
1584,11031002001,C,71.0,2,20.0,14.0,25.0,7000.0,2.46,6.0,1166.7,0.41,PCS,0.6,0.6
1585,11031005001,C,71.0,1,20.0,14.0,25.0,7000.0,2.46,6.0,1166.7,0.41,PCS,0.6,0.6
1586,11030234001,C,71.0,1,37.0,25.0,24.0,22200.0,5.5,12.0,1850.0,0.458,PCS,0.6,0.6
1587,11031011002,C,71.0,1,22.0,18.0,19.0,7524.0,1.85,12.0,627.0,0.154,PCS,0.6,0.6
1588,11031011001,C,71.0,1,22.0,18.0,19.0,7524.0,1.85,12.0,627.0,0.154,PCS,0.6,0.6
1589,11030198003,C,71.0,1,31.0,24.0,24.0,17856.0,4.812,12.0,1488.0,0.401,PCS,0.6,0.6
1590,11030207001,C,71.0,1,30.0,27.0,24.0,19440.0,4.27,12.0,1620.0,0.356,PCS,0.6,0.6
1591,11030204001,C,71.0,1,21.0,16.0,16.0,5376.0,1.7,12.0,448.0,0.142,PCS,0.6,0.6
1592,11031011002,C,71.0,2,22.0,17.0,20.0,7480.0,1.85,12.0,623.3,0.154,PCS,0.6,0.6
1593,11031011001,C,71.0,2,22.0,17.0,20.0,7480.0,1.85,12.0,623.3,0.154,PCS,0.6,0.6
1594,11030207002,C,71.0,1,31.0,27.0,25.0,20925.0,4.42,12.0,1743.8,0.368,PCS,0.6,0.6
1595,11030207003,C,71.0,1,31.0,27.0,25.0,20925.0,4.42,12.0,1743.8,0.368,PCS,0.6,0.6
1596,11031023001,C,70.0,1,40.0,15.0,17.0,10200.0,3.4,12.0,850.0,0.283,PCS,0.6,0.6
1597,11031033001,C,70.0,2,40.0,14.0,17.0,9520.0,3.37,12.0,793.3,0.281,PCS,0.6,0.6
1598,11031022001,C,70.0,2,40.0,15.0,17.0,10200.0,3.29,12.0,850.0,0.274,PCS,0.6,0.6
1599,11031021001,C,70.0,1,40.0,15.0,17.0,10200.0,3.4,12.0,850.0,0.283,PCS,0.6,0.6
1600,11031035001,C,70.0,2,24.0,17.0,25.0,10200.0,3.88,12.0,850.0,0.323,PCS,0.6,0.6
1601,11031026001,C,70.0,4,29.0,29.0,24.0,20184.0,5.32,12.0,1682.0,0.443,PCS,0.6,0.6
1602,11031027001,C,70.0,1,29.0,29.0,24.0,20184.0,5.32,12.0,1682.0,0.443,PCS,0.6,0.6
1603,11031913001,C,69.0,2,39.0,20.0,20.0,15600.0,4.8,12.0,1300.0,0.4,PCS,0.6,0.6
1604,11031914001,C,69.0,4,35.0,24.0,23.0,19320.0,8.35,24.0,805.0,0.348,PCS,0.6,0.6
1605,11031910002,C,69.0,3,35.0,24.0,23.0,19320.0,8.35,24.0,805.0,0.348,PCS,0.6,0.6
1606,11031049001,C,69.0,1,39.0,12.0,23.0,10764.0,3.52,12.0,897.0,0.293,PCS,0.6,0.6
1607,11031912001,C,69.0,6,35.0,24.0,23.0,19320.0,8.35,24.0,805.0,0.348,PCS,0.6,0.6
1608,11031911001,C,69.0,3,39.0,20.0,20.0,15600.0,4.8,12.0,1300.0,0.4,PCS,0.6,0.6
1609,11031908002,C,69.0,1,26.0,20.0,22.0,11440.0,3.19,12.0,953.3,0.266,PCS,0.6,0.6
1610,11031901001,C,69.0,1,30.0,29.0,27.0,23490.0,4.1,6.0,3915.0,0.683,PCS,0.6,0.6
1611,11031050001,C,69.0,4,39.0,12.0,23.0,10764.0,3.52,12.0,897.0,0.293,PCS,0.6,0.6
1612,11031038001,C,69.0,1,23.0,17.0,24.0,9384.0,4.514,12.0,782.0,0.376,PCS,0.6,0.6
1613,11031041001,C,69.0,2,23.0,17.0,24.0,9384.0,4.514,12.0,782.0,0.376,PCS,0.6,0.6
1614,11031907001,C,69.0,3,39.0,20.0,21.0,16380.0,5.44,12.0,1365.0,0.453,PCS,0.6,0.6
1615,11031908001,C,69.0,1,26.0,20.0,22.0,11440.0,3.19,12.0,953.3,0.266,PCS,0.6,0.6
1616,11031923001,C,68.0,1,30.0,28.0,25.0,21000.0,4.63,12.0,1750.0,0.386,PCS,0.6,0.6
1617,11031922001,C,68.0,2,30.0,28.0,25.0,21000.0,4.63,12.0,1750.0,0.386,PCS,0.6,0.6
1618,11031916001,C,68.0,3,28.0,22.0,19.0,11704.0,3.5,12.0,975.3,0.292,PCS,0.6,0.6
1619,11031915001,C,68.0,1,28.0,22.0,19.0,11704.0,3.5,12.0,975.3,0.292,PCS,0.6,0.6
1620,11032003001,C,68.0,3,38.0,25.0,20.0,19000.0,8.22,12.0,1583.3,0.685,PCS,0.6,0.6
1621,11032002001,C,68.0,32,43.0,24.0,23.0,23736.0,12.21,36.0,659.3,0.339,PCS,0.6,0.6
1622,11031918001,C,68.0,1,31.0,25.0,26.0,20150.0,7.3,12.0,1679.2,0.608,PCS,0.6,0.6
1623,11031917001,C,68.0,2,28.0,22.0,19.0,11704.0,3.5,12.0,975.3,0.292,PCS,0.6,0.6
1624,11032003002,C,68.0,3,38.0,25.0,20.0,19000.0,8.22,12.0,1583.3,0.685,PCS,0.6,0.6
1625,11031924001,C,68.0,4,30.0,28.0,25.0,21000.0,4.63,12.0,1750.0,0.386,PCS,0.6,0.6
1626,11031942001,C,68.0,2,39.0,20.0,21.0,16380.0,5.41,12.0,1365.0,0.451,PCS,0.6,0.6
1627,11032015001,C,67.0,3,43.0,23.0,12.0,11868.0,2.34,12.0,989.0,0.195,PCS,0.6,0.6
1628,11032011001,C,67.0,1,48.0,22.0,23.0,24288.0,12.6,12.0,2024.0,1.05,PCS,0.6,0.6
1629,11032003002,C,67.0,3,38.0,25.0,20.0,19000.0,8.22,12.0,1583.3,0.685,PCS,0.6,0.6
1630,11032008001,C,67.0,26,43.0,23.0,22.0,21758.0,12.2,36.0,604.4,0.339,PCS,0.6,0.6
1631,11032003001,C,67.0,3,38.0,25.0,20.0,19000.0,8.22,12.0,1583.3,0.685,PCS,0.6,0.6
1632,11032043001,C,66.0,2,43.0,25.0,18.0,19350.0,5.76,12.0,1612.5,0.48,PCS,0.6,0.6
1633,11032031001,C,66.0,4,47.0,25.0,25.0,29375.0,6.33,24.0,1224.0,0.264,PCS,0.6,0.6
1634,11032035001,C,66.0,4,46.0,26.0,24.0,28704.0,6.67,24.0,1196.0,0.278,PCS,0.6,0.6
1635,11032018002,C,66.0,4,44.0,27.0,18.0,21384.0,5.62,12.0,1782.0,0.468,PCS,0.6,0.6
1636,11032018001,C,66.0,4,44.0,27.0,18.0,21384.0,5.62,12.0,1782.0,0.468,PCS,0.6,0.6
1637,11032018002,C,66.0,3,44.0,25.0,18.0,19800.0,5.76,12.0,1650.0,0.48,PCS,0.6,0.6
1638,11032018001,C,66.0,3,44.0,25.0,18.0,19800.0,5.76,12.0,1650.0,0.48,PCS,0.6,0.6
1639,11032228001,C,65.0,5,37.0,37.0,18.0,24642.0,6.8,12.0,2053.5,0.567,PCS,0.6,0.6
1640,11032221001,C,65.0,3,47.0,25.0,24.0,28200.0,6.018,12.0,2350.0,0.501,PCS,0.6,0.6
1641,11032018001,C,65.0,2,57.0,27.0,23.0,35397.0,10.876,12.0,2949.8,0.906,PCS,0.6,0.6
1642,11032018001,C,65.0,5,57.0,27.0,23.0,35397.0,10.87,12.0,2949.8,0.906,PCS,0.6,0.6
1643,11032018002,C,65.0,5,57.0,27.0,23.0,35397.0,10.87,12.0,2949.8,0.906,PCS,0.6,0.6
1644,11032225001,C,65.0,1,32.0,15.0,13.0,6240.0,1.45,20.0,312.0,0.072,PCS,0.6,0.6
1645,11032227001,C,65.0,1,32.0,15.0,13.0,6240.0,1.525,20.0,312.0,0.076,PCS,0.6,0.6
1646,11032018002,C,65.0,2,57.0,27.0,23.0,35397.0,10.876,12.0,2949.8,0.906,PCS,0.6,0.6
1647,11040001001,C,64.0,10,28.0,25.0,27.0,18900.0,10.21,12.0,1575.0,0.851,PCS,0.6,0.6
1648,11040001002,C,64.0,10,28.0,25.0,27.0,18900.0,10.21,12.0,1575.0,0.851,PCS,0.6,0.6
1649,11040001001,C,64.0,6,28.0,25.0,27.0,18900.0,10.21,12.0,1575.0,0.851,PCS,0.6,0.6
